38,1966,2004,44.00%,700 ml,NA,NA,678 €,Balblair,"Original Bottling, Highlands Single Malt"
23,1990,NA,46.00%,50 ml,NA,NA,126 €,Balblair 2nd Release,"Original Bottling, Highlands Single Malt"
26,1990,2016,44.40%,700 ml,NA,108,149 €,Balblair,"Cadenhead, Highlands Single Malt"
14,2001,2015,51.90%,700 ml,NA,NA,188 €,Balmenach Vintage Pin Up Series,"The Daily Dram, Speyside Single Malt"
10,NA,NA,43.00%,1000 ml,NA,NA,100 €,Balvenie Founder´s Reserve,"Original Bottling, Speyside Single Malt"
12,NA,NA,40.00%,700 ml,2,NA,93 €,Balvenie Signature,"Original Bottling, Speyside Single Malt"
14,NA,NA,43.00%,700 ml,NA,NA,65 €,Balvenie Caribbean Cask,"Original Bottling, Speyside Single Malt"
14,NA,NA,43.00%,700 ml,NA,NA,245 €,Balvenie Rum Wood,"Original Bottling, Speyside Single Malt"
14,NA,NA,48.30%,700 ml,NA,NA,97 €,Balvenie Peat Triple Cask,"Original Bottling, Speyside Single Malt"
17,NA,NA,43.00%,700 ml,NA,NA,125 €,Balvenie Peated Cask,"Original Bottling, Speyside Single Malt"
15,1977,1992,50.40%,700 ml,1811,NA,338 €,Balvenie Single Barrel,"Original Bottling, Speyside Single Malt"
19,1981,2000,50.40%,700 ml,948,NA,368 €,Balvenie Single Barrel,"Original Bottling, Speyside Single Malt"
21,NA,NA,40.00%,700 ml,NA,NA,136 €,Balvenie Port Wood,"Original Bottling, Speyside Single Malt"
21,NA,NA,43.00%,700 ml,NA,NA,163 €,Balvenie Port Wood,"Original Bottling, Speyside Single Malt"
30,NA,NA,47.30%,700 ml,NA,NA,532 €,Balvenie Thirty,"Original Bottling, Speyside Single Malt"
15,1996,2011,59.40%,700 ml,10142,515,554 €,Balvenie Craftman´s Reserve (The Cooper),"Original Bottling, Speyside Single Malt"
17,NA,NA,43.00%,700 ml,NA,NA,98 €,Balvenie Double Wood (Dark Label),"Original Bottling, Speyside Single Malt"
NA,NA,NA,47.10%,700 ml,1,NA,316 €,Balvenie Tun 1509,"Original Bottling, Speyside Single Malt"
36,1966,2002,54.00%,750 ml,3439,519,1137 €,Banff Raw Cask (US Import),"Blackadder, Speyside Single Malt"
33,1975,2008,49.20%,700 ml,1489,238,393 €,Banff Exclusive Malts (Single Cask),"Creative Whisky Company, Speyside Single Malt"
27,1976,2003,51.43%,750 ml,2248,319,341 €,Banff (US Import),"Blackadder, Speyside Single Malt"
24,1977,2001,50.00%,700 ml,NA,370,406 €,Banff,"Silver Seal, Speyside Single Malt"
20,1980,2000,43.00%,700 ml,634,702,203 €,Banff,"Signatory Vintage, Speyside Single Malt"
26,1974,2000,51.50%,700 ml,4442,138,817 €,Ben Nevis Single Cask,"Original Bottling, Highlands Single Malt"
18,1990,2008,61.20%,700 ml,NA,611,117 €,Ben Nevis The Cross Hill,"Jumping Jack Productions, Highlands Single Malt"
21,1990,2011,46.00%,700 ml,NA,865,85 €,Ben Nevis Red Berry Cream,"Wemyss Malts, Highlands Single Malt"
12,NA,NA,46.00%,700 ml,NA,NA,81 €,BenRiach PX Sherry (Heavily Peated),"Original Bottling, Speyside Single Malt"
18,1996,2014,46.00%,700 ml,NA,312,81 €,BenRiach Small Batch,"Cadenhead, Speyside Single Malt"
12,1969,1981,40.00%,750 ml,NA,NA,292 €,BenRiach Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt"
13,1999,2012,46.00%,700 ml,6833,NA,61 €,BenRiach Virgin Oak,"Original Bottling, Speyside Single Malt"
18,NA,NA,46.00%,700 ml,NA,NA,121 €,BenRiach Albariza (Sherry Finish),"Original Bottling, Speyside Single Malt"
12,NA,1988,63.00%,700 ml,NA,NA,259 €,Benrinnes Manager´s Dram,"Original Bottling, Speyside Single Malt"
