name,age,vintage,vol,ml,price
"Karuizawa, Original BottlingDistillery Exclusive b.2002(Cask 7507)",16,1986,59.90%,700,2011 €April 2017
"Karuizawa, Original BottlingGeisha b.2018One of 265 Bottles (Cask 8518)",35,,59.10%,700,8642 €June 2019
"Karuizawa, Original BottlingSingle Cask b.2012(Cask 5026)",31,1981,66.50%,700,2984 €April 2017
"Karuizawa, Original BottlingNoh b.2014One of 279 Bottles (Cask 3032)",30,1984,61.40%,750,2863 €May 2018
"Karuizawa, Original BottlingJazz Club b.2005One of 492 Bottles (Cask 2501)",12,1993,62.80%,700,843 €April 2017
"Karuizawa, Original BottlingSingle Cask b.2016One of 317 Bottles (Cask 6809)",35,1981,58.50%,700,7407 €June 2019
"Karuizawa, Original Bottling1999/2000 b.2012One of 2000 Bottles (Cask 7698)",,,61.70%,700,1460 €January 2019
"Karuizawa, Original BottlingNoh b.2009One of 480 Bottles (Cask 270)",15,1994,62.70%,700,1638 €February 2019
"Karuizawa, Original BottlingNoh b.2009One of 190 Bottles (Cask 4592)",32,1977,60.70%,700,6085 €January 2019
"Karuizawa, Original BottlingNoh b.2012One of 186 Bottles (Cask 4676)",31,1981,58.60%,700,7470 €June 2019
"Karuizawa, Original BottlingMaster´s Blend b.1994",10,,40.00%,700,391 €April 2017
"Karuizawa, Original BottlingSingle Cask b.2015One of 401 Bottles (Cask 8283)",35,1980,57.10%,700,6666 €June 2019
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 7524)",28,1983,57.40%,700,2595 €April 2017
"Karuizawa, Original BottlingSingle Cask b.2013(Cask 7752)",34,1979,59.90%,700,3289 €June 2018
"Karuizawa, Original BottlingGeisha Cask b.2016One of 85 Bottles (Cask 4019)",22,1994,61.20%,700,2593 €June 2019
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 2077)",30,1981,56.40%,700,2790 €April 2017
"Karuizawa, Original BottlingNoh b.2015One of 495 Bottles (Cask 2326)",15,2000,62.20%,700,2933 €November 2018
"Karuizawa, Original BottlingSingle Cask b.2001One of 410 Bottles (Cask 3207)",12,1989,58.60%,700,3832 €August 2018
"Karuizawa, Original BottlingGeisha b.2012One of 540 Bottles (Cask 3186)",28,1984,58.00%,700,3263 €September 2018
"Karuizawa, Original BottlingNoh b.2012One of 302 Bottles (Cask 7893)",23,1989,63.90%,700,2572 €June 2019
"Karuizawa, Original BottlingSingle Cask(Cask 3663)",,1984,56.80%,700,3919 €May 2019
"Karuizawa, Original BottlingMemories of Karuizawa b.2012(Cask 879)",13,1999,62.90%,700,1310 €January 2018
"Karuizawa, Original BottlingNoh Single Cask b.2014One of 522 Bottles (Cask 2030)",30,1984,58.20%,700,4101 €March 2019
"Karuizawa, Original BottlingSpirit of Asama b.2012",13,,55.00%,700,793 €June 2019
"Karuizawa, Original BottlingNoh b.2012One of 196 Bottles (Cask 8775)",31,1981,62.30%,750,3405 €May 2018
"Karuizawa, Original BottlingSingle Cask b.2017One of 378 Bottles (Cask 2410)",18,1999,59.90%,700,1261 €April 2018
"Karuizawa, Original BottlingNoh b.2012One of 595 Bottles (Cask 155)",31,1981,56.00%,700,4282 €June 2019
"Karuizawa, Original BottlingSingle Cask b.2009(Cask 7017)",24,1985,60.80%,700,2492 €October 2018
"Karuizawa, Original BottlingNoh b.2011",30,1981,59.10%,700,2716 €June 2019
"Karuizawa, Original BottlingNoh b.2011One of 571 Bottles (Cask 7576)",28,1983,57.20%,700,5962 €June 2019
"Karuizawa, Original BottlingSingle Cask b.2014(Cask 8838)",30,1984,61.60%,700,4229 €March 2019
"Karuizawa, Original BottlingSakura b.2012One of 45 Bottles (Cask 158)",31,1981,62.80%,700,10559 €July 2017
"Karuizawa, Original BottlingSingle Cask b.2012One of 407 Bottles (Cask 7982)",31,1981,54.50%,700,3559 €August 2018
"Karuizawa, Original BottlingWhisky Live Taipei 2012 b.2012One of 168 Bottles",44,1968,63.60%,700,8341 €January 2018
"Karuizawa, Original BottlingNoh Single Cask b.2016One of 486 Bottles (Cask 6183)",35,1981,56.50%,700,6913 €June 2019
"Karuizawa, Original BottlingMemories of Karuizawa b.2012(Cask 3684)",16,1996,61.80%,700,875 €January 2018
"Karuizawa, Original BottlingDistillery Exclusive b.2005(Cask 8185)",25,1980,58.70%,250,531 €August 2017
"Karuizawa, Original BottlingSingle Cask b.2003(Cask 7614)",23,1980,59.30%,700,1657 €September 2017
"Karuizawa, Original BottlingPure Malt",8,,40.00%,700,480 €May 2019
"Karuizawa, Original BottlingGeisha b.2016One of 394 Bottles (Cask 671)",17,1999,61.30%,700,1834 €May 2019
"Karuizawa, Original BottlingCarpe Koi Series b.2012(Cask 8497)",30,1982,46.00%,700,3524 €March 2019
"Karuizawa, Original BottlingTaipei Whisky Live 2010 b.2010One of 428 Bottles (Cask 6955)",42,1968,61.10%,700,4695 €October 2017
"Karuizawa, Original BottlingSingle Cask b.2014One of 437 Bottles (Cask 7963)",30,1984,58.10%,700,2895 €September 2017
"Karuizawa, Original BottlingGeisha b.2011One of 169 Bottles (Cask 3584)",34,1977,64.10%,700,5795 €October 2018
"Karuizawa, Original BottlingSea Dragon b.2012(Cask 166)",12,2000,64.30%,700,1386 €June 2019
"Karuizawa, Original BottlingDistillery Exclusive b.2008(Cask 6206)",22,1986,56.30%,250,871 €December 2018
"Karuizawa, Original BottlingGeisha Cask b.2016One of 89 Bottles (Cask 7891)",21,1995,61.60%,700,3580 €June 2019
"Karuizawa, Original BottlingGloria Ocean Ship Bottle",,,43.00%,760,91 €June 2019
"Karuizawa, Original BottlingSherry CaskOne of 120 Bottles",,1988,57.90%,700,4186 €May 2019
"Karuizawa, Original BottlingFire Dragon b.2011One of 378 Bottles (Cask 6370)",30,1981,53.80%,700,2945 €September 2017
"Karuizawa, Original BottlingFive Decades Wooden Box b.2015",,,61.00%,700,12112 €April 2019
"Karuizawa, Original BottlingHeaven",,,40.00%,660,125 €November 2018
"Karuizawa, Original BottlingSingle Cask b.2014One of 288 Bottles (Cask 3657)",30,1984,59.70%,750,3473 €July 2018
"Karuizawa, Original BottlingDistillery Exclusive b.2010(Cask 7724)",17,1993,61.30%,700,2206 €April 2017
"Karuizawa, Original BottlingSingle Cask b.2008(Cask 7381)",22,1986,60.10%,700,2510 €January 2019
"Karuizawa, Original BottlingNoh b.2009One of 222 Bottles (Cask 5039)",14,1995,59.40%,700,2870 €November 2018
"Karuizawa, Original BottlingSingle Cask b.2013(Cask 8383)",35,1978,63.00%,700,3671 €March 2019
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 4659)",30,1981,57.60%,700,2833 €May 2017
"Karuizawa, Original BottlingSingle Cask b.2012One of 143 Bottles (Cask 3603)",48,1964,57.70%,700,41008 €March 2019
"Karuizawa, Original BottlingSingle Cask b.2010One of 430 Bottles (Cask 6736)",35,1975,61.80%,700,5562 €May 2019
"Karuizawa, Original BottlingGeisha Label b.2016One of 486 Bottles (Cask 7402)",26,1990,60.60%,700,2591 €May 2019
"Karuizawa, Original BottlingSingle Cask b.2002(Cask 8886)",10,1992,62.70%,700,1147 €July 2018
"Karuizawa, Original BottlingGhost Series 7One of 282 Bottles",,,43.00%,700,2242 €April 2017
"Karuizawa, Original BottlingNoh Single Cask b.2016One of 435 Bottles (Cask 7640)",22,1994,62.30%,700,2271 €August 2018
"Karuizawa, Original BottlingSingle Cask b.2014One of 566 Bottles (Cask 152)",33,1981,54.50%,700,3333 €June 2019
"Karuizawa, Original BottlingSingle Cask b.2011One of 347 Bottles (Cask 2084)",30,1981,60.80%,700,5450 €April 2017
"Karuizawa, Original BottlingSingle Cask b.2001One of 440 Bottles (Cask 7410)",12,1989,61.30%,700,3115 €October 2018
"Karuizawa, Original BottlingGeisha b.2016One of 85 Bottles (Cask 259)",25,1991,56.80%,700,3333 €June 2019
"Karuizawa, Original BottlingSingle Cask b.2010One of 240 Bottles (Cask 4587)",21,1989,59.60%,700,1629 €May 2018
"Karuizawa, Original Bottling100% Malt Whisky",12,,40.00%,700,517 €April 2018
"Karuizawa, Original Bottling b.1986",,,40.00%,720,148 €June 2019
"Karuizawa, Original BottlingDistillery Exclusive b.2002(Cask 2510)",20,1982,58.20%,700,2725 €April 2017
"Karuizawa, Original BottlingSingle Cask b.2014One of 363 Bottles (Cask 8173)",30,1984,58.50%,700,2723 €October 2018
"Karuizawa, Original BottlingSingle CaskOne of 282 Bottles (Cask 3619)",30,,60.60%,700,4360 €March 2018
"Karuizawa, Original BottlingSingle Cask b.2013(Cask 8461)",32,1981,57.30%,700,3906 €February 2019
"Karuizawa, Original BottlingGeish b.2017One of 445 Bottles (Cask 2577)",17,2000,61.00%,700,1833 €May 2019
"Karuizawa, Original BottlingSingle Cask b.2007(Cask 7683)",19,1988,59.30%,700,1869 €October 2018
"Karuizawa, Original BottlingSingle Cask b.2016(Cask 164)",35,1981,56.70%,700,7202 €January 2019
"Karuizawa, Original BottlingSamurai b.2014One of 83 Bottles (Cask 2031)",27,1987,58.40%,700,3893 €April 2017
"Karuizawa, Original BottlingNepal Appeal b.2014One of 50 Bottles (Cask 3557)",31,1983,59.10%,700,17469 €December 2018
"Karuizawa, Original BottlingRare Vintage b.2013",16,1997,62.00%,700,2052 €March 2019
"Karuizawa, Original BottlingSuji Bachi Kabuto b.2014One of 119 Bottles",33,1981,63.40%,700,3265 €February 2018
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 2279)",29,1982,58.10%,700,3805 €August 2018
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 8309)",30,1981,57.00%,700,2757 €June 2018
"Karuizawa, Original BottlingSingle Cask b.2010(Cask 3206)",19,1991,60.80%,700,882 €August 2017
"Karuizawa, Original BottlingGeisha LabelOne of 153 Bottles (Cask 8378)",35,,55.50%,700,6523 €May 2019
"Karuizawa, Original BottlingGeisha b.2012One of 467 Bottles (Cask 7267)",41,1971,62.80%,700,8479 €June 2018
"Karuizawa, Original BottlingSingle Cask b.2014One of 595 Bottles (Cask 136)",33,1981,55.30%,700,3951 €June 2019
"Karuizawa, Original BottlingThe Last Bottling b.2013",14,1999,60.50%,700,2104 €April 2019
"Karuizawa, Original BottlingSingle Cask b.2009(Cask 2563)",25,1984,56.20%,700,2347 €October 2017
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 7914)",27,1984,59.30%,700,2946 €August 2018
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 4747)",34,1977,66.90%,700,4362 €December 2017
"Karuizawa, Original BottlingMurasaki Geisha b.2018One of 60 Bottles",29,,58.60%,700,17283 €June 2019
"Karuizawa, Original BottlingTokyo Bar Show 2013(Cask 7603)",,2000,62.40%,700,1296 €June 2019
"Karuizawa, Original BottlingSingle Cask b.2011One of 409 Bottles (Cask 2100)",30,1981,60.40%,700,5010 €August 2018
"Karuizawa, Original BottlingUniting Nations b.2010One of 677 Bottles",40,1970,46.00%,700,1363 €November 2017
"Karuizawa, Original BottlingSingle Cask b.2012(Cask 8597)",29,1983,62.10%,700,4080 €April 2019
"Karuizawa, Original BottlingNoh b.2011(Batch 1)",30,,59.10%,700,2297 €January 2019
"Karuizawa, Original BottlingSherry CaskOne of 60 Bottles",,1988,60.30%,700,5616 €May 2019
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 7502)",30,1981,55.90%,700,3805 €August 2018
"Karuizawa, Original BottlingSingle Cask b.2010One of 547 Bottles (Cask 2541)",25,1985,58.90%,700,3278 €April 2018
"Karuizawa, Original BottlingSingle Cask b.2006One of 204 Bottles (Cask 2221)",12,1994,61.00%,700,1905 €November 2018
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 8183)",42,1969,61.30%,700,8343 €May 2019
"Karuizawa, Original BottlingSingle Cask b.2009One of 114 Bottles (Cask 5024)",14,1995,66.00%,700,2227 €December 2018
"Karuizawa, Original BottlingSingle Cask b.2014(Cask 6476)",34,1980,63.00%,700,3540 €May 2019
"Karuizawa, Original BottlingSingle Cask b.2012(Cask 8444)",30,1982,58.60%,700,4664 €August 2018
"Karuizawa, Original Bottling Miniature b.2012(Cask 3603)",48,1964,57.70%,50,1959 €May 2019
"Karuizawa, Original Bottling100% Malt Whisky",8,,40.00%,700,383 €December 2018
"Karuizawa, Original BottlingSingle Cask b.2013(Cask 2316)",14,1999,61.30%,700,1229 €April 2018
"Karuizawa, Original BottlingNoh b.2009One of 486 Bottles (Cask 6719)",33,1976,63.00%,700,6001 €June 2019
"Karuizawa, Original BottlingSamurai b.2014",31,1983,59.10%,700,4671 €April 2017
"Karuizawa, Original BottlingNoh b.2007One of 528 Bottles (Cask 7026)",30,1977,62.80%,700,5334 €February 2019
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 3660)",27,1984,59.60%,700,3212 €December 2018
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 2634)",30,1981,55.20%,700,3847 €March 2019
"Karuizawa, Original BottlingThe Crowning Cask b.2018One of 48 Bottles (Cask 7661)",25,1993,64.00%,700,6321 €May 2019
"Karuizawa, Original BottlingSingle Cask b.2007One of 308 Bottles (Cask 3434)",15,1992,60.60%,700,1729 €December 2018
"Karuizawa, Original Bottling1999/2000 b.2012(Cask 2565)",13,,61.60%,700,1517 €May 2019
"Karuizawa, Original Bottling10th Anniversary b.2009(Cask 6446)",19,1990,60.00%,700,1821 €June 2019
"Karuizawa, Original Bottling10th Anniversary b.2011(Cask 6426)",42,1967,58.40%,700,16574 €April 2019
"Karuizawa, Original BottlingSingle Cask b.2016One of 102 Bottles (Cask 226)",35,1981,57.30%,700,5732 €October 2018
"Karuizawa, Original BottlingSingle Cask b.2010One of 554 Bottles (Cask 2962)",26,1984,57.10%,700,2026 €September 2017
"Karuizawa, Original BottlingSamurai b.2014One of 260 Bottles (Cask 3656)",30,1984,60.80%,700,8568 €February 2019
"Karuizawa, Original BottlingGeisha b.2012One of 460 Bottles (Cask 2233)",29,1983,59.40%,700,3109 €September 2018
"Karuizawa, Original BottlingBalanced Sherry b.2012(Cask 7590)",12,2000,60.90%,700,1466 €April 2019
"Karuizawa, Original BottlingSingle Cask b.2014(Cask 8187)",35,1979,58.80%,700,3375 €August 2018
"Karuizawa, Original BottlingSingle Cask b.2010(Cask 6955)",42,1968,61.00%,700,7817 €March 2019
"Karuizawa, Original Bottling8-Headed Dragon b.2016One of 530 Bottles (Cask 171)",35,1981,54.40%,700,6173 €June 2019
"Karuizawa, Original BottlingGeisha b.2017One of 447 Bottles (Cask 512)",17,2000,59.50%,700,1707 €May 2019
"Karuizawa, Original BottlingMurasaki GeishaOne of 60 Bottles",31,,60.10%,700,15169 €May 2019
"Karuizawa, Original BottlingSingle Cask b.2006One of 120 Bottles",18,1988,58.30%,700,1436 €June 2019
"Karuizawa, Original BottlingGeisha b.2012One of 440 Bottles (Cask 2042)",31,1981,56.70%,700,4551 €May 2019
"Karuizawa, Original BottlingMercian b.2005(Cask 2011)",11,1994,62.80%,700,2278 €September 2018
"Karuizawa, Original BottlingSingle Cask b.2010(Cask 3312)",13,1997,60.20%,700,1059 €October 2018
"Karuizawa, Original BottlingSingle Cask b.2011(Cask 2961)",27,1984,57.70%,200,776 €July 2017
"Karuizawa, Original BottlingDistillery Exclusive b.2002(Cask 2409)",21,1981,58.60%,700,2855 €April 2017
"Karuizawa, Original BottlingSingle Bourbon Cask b.2015One of 199 Bottles (Cask 8636)",50,1965,62.30%,700,28320 €September 2018
"Karuizawa, Original BottlingAsama b.2012",,,46.00%,700,934 €June 2019
"Karuizawa, Original BottlingSingle Cask b.2012One of 359 Bottles (Cask 3692)",28,1984,61.60%,700,2648 €October 2018
"Karuizawa, Original BottlingSingle Cask b.2007(Cask 6978)",15,1992,62.80%,700,890 €October 2017
"Karuizawa, Original BottlingSingle Cask b.2009(Cask 6994)",32,1977,62.70%,700,7180 €August 2018
"Karuizawa, Original BottlingSanraku Ocean",12,,43.00%,760,124 €December 2018
"Karuizawa, Original BottlingSingle CaskOne of 612 Bottles (Cask 2230)",,1982,58.00%,700,1494 €January 2018
"Karuizawa, Original BottlingSingle Cask (10th Anniversary) b.2009(Cask 2748)",27,1982,56.10%,700,2655 €December 2018
"Karuizawa, Original BottlingFugaku Sanjurokkei (10th Release)",,,60.90%,700,1327 €May 2019
"Karuizawa, Original BottlingFugaku Sanjurokkei (11th Edition)",,,60.50%,700,1420 €June 2019
"Karuizawa, Original BottlingFugaku Sanjurokkei (12th Edition)",,,60.70%,700,1481 €June 2019
"Karuizawa, Original BottlingFugaku Sanjurokkei (13th Release)",,,60.80%,700,1605 €June 2019
"Karuizawa, Original BottlingFugaku Sanjurokkei (15th Edition)",,,60.60%,700,1481 €June 2019
"Karuizawa, Original BottlingFugaku Sanjurokkei (16th Release)",,,61.00%,700,1745 €October 2018
"Karuizawa, Original BottlingFugaku Sanjurokkei (17th Release)",,,60.80%,700,1420 €June 2019
"Karuizawa, Original Bottling (1970s)",,,40.00%,720,809 €December 2018
"Karuizawa, Original BottlingYamanashi Ocean Bright (1970s)",,,42.00%,720,262 €October 2018
"Karuizawa, Original BottlingFugaku Sanjurokkei (19th Release)",,,60.20%,700,1358 €June 2019
"Karuizawa, Original BottlingFugaku Sanjurokkei (1st Edition)",,,61.00%,700,1481 €June 2019
"Karuizawa, Original BottlingIsetan (1st Release) b.2011",12,1999,61.00%,700,2068 €May 2018
"Karuizawa, Original BottlingIsetan Shinjuku (1st Release) b.2011",12,1999,61.00%,200,454 €April 2018
"Karuizawa, Original BottlingCask Strength (1st Release) b.2013",,,61.70%,700,926 €June 2019
"Karuizawa, Original BottlingFugaku Sanjurokkei (1st Release)",,,60.10%,700,986 €April 2017
"Karuizawa, Original BottlingAsama Gold Label (2013 Release) b.2013",14,,50.50%,700,541 €May 2017
"Karuizawa, Original BottlingAsama Gold Label (2014 Release) b.2014",15,,50.50%,700,530 €February 2018
"Karuizawa, Original BottlingFugaku Sanjurokkei (21st Release)",,,61.00%,700,1420 €June 2019
"Karuizawa, Original BottlingFugaku Sanjurokkei (22nd Edition)",,,60.80%,700,1481 €June 2019
"Karuizawa, Original BottlingFugaku Sanjurokkei (22nd Release)",,,60.80%,700,1896 €May 2019
"Karuizawa, Original BottlingFugaku Sanjurokkei (24th Edition)",,,60.70%,700,1667 €June 2019
"Karuizawa, Original BottlingFugaku Sanjurokkei (25th Edition)",,,60.80%,700,1893 €June 2019
"Karuizawa, Original BottlingFugaku Sanjurokkei (26th Edition)",,,60.70%,700,1821 €June 2019
"Karuizawa, Original BottlingFugaku Sanjurokkei (2nd Edition)",,,59.50%,700,1359 €June 2019
"Karuizawa, Original BottlingCask Strength (2nd Release)",,,61.70%,700,864 €June 2019
"Karuizawa, Original BottlingColours of the Four Seasons (2nd Release) b.2012One of 185 Bottles (Cask 5173)",12,2000,64.80%,700,872 €March 2018
"Karuizawa, Original BottlingFugaku Sanjurokkei (3rd Edition)",,,60.50%,700,1451 €June 2019
"Karuizawa, Original BottlingCask Strength (3rd Release) b.2013",,,61.70%,700,864 €June 2019
"Karuizawa, Original BottlingFugaku Sanjurokkei (4th Edition)",,,60.10%,700,1421 €June 2019
"Karuizawa, Original BottlingCask Strength (4th Release)",,,61.70%,700,1020 €December 2018
"Karuizawa, Original BottlingFugaku Sanjurokkei (4th Release)",,,60.50%,700,1391 €May 2019
"Karuizawa, Original BottlingIsetan Shinjuku (4th Release) b.2013(Cask 7815)",16,1997,62.00%,700,1266 €April 2017
"Karuizawa, Original BottlingSingle Cask (5th Anniversary) b.2012One of 228 Bottles (Cask 4961/)",31,1981,60.00%,700,2671 €November 2017
"Karuizawa, Original BottlingFugaku Sanjurokkei (5th Edition)",,,59.60%,700,1538 €March 2019
"Karuizawa, Original BottlingFugaku Sanjurokkei (6th Edition)",,,59.70%,700,1538 €March 2019
"Karuizawa, Original BottlingFugaku Sanjurokkei (7th Edition)",,,59.20%,700,1730 €March 2019
"Karuizawa, Original BottlingFugaku Sanjurokkei (8th Release)",,,59.20%,700,1730 €March 2019
"Karuizawa, Original BottlingFugaku Sanjurokkei (8th Release)",,,60.50%,700,1869 €October 2018
"Karuizawa, Original BottlingFugaku Sanjurokkei (9th Release)",,,60.80%,700,1538 €March 2019
"Karuizawa, Original BottlingSingle Cask (Aqua of Life) b.2014One of 309 Bottles (Cask 6114)",40,,57.40%,750,5677 €August 2017
"Karuizawa, Original BottlingSingle Cask (Aqua of Life) b.2013One of 137 Bottles (Cask 1946)",45,,62.00%,700,14245 €November 2017
"Karuizawa, Original BottlingSingle Cask (Aqua of Life) b.2014One of 285 Bottles (Cask 3655)",30,,59.30%,750,4152 €April 2017
"Karuizawa, Original Bottling1999/2000 (Asama)",,,50.50%,700,940 €March 2019
"Karuizawa, Original Bottling1999/2000 (Asama Screen Print)",,,50.50%,700,1106 €May 2019
"Karuizawa, Original BottlingTsutagura (Autumn and Winter) b.2005",16,,46.00%,700,903 €March 2018
"Karuizawa, Original Bottling1999 & 2000 (Cask Strength) b.2013",,,61.70%,700,1242 €October 2017
"Karuizawa, Original BottlingGeisha Label (Cask Strength) b.2016One of 367 Bottles (Cask 7721)",16,2000,59.00%,700,1605 €June 2019
"Karuizawa, Original BottlingSingle Cask (Cask Strength) b.2013One of 68 Bottles (Cask 8333)",30,1983,62.90%,700,8592 €August 2018
"Karuizawa, Original Bottling100% Malt Whisky (Cube Bottle)",15,,40.00%,700,679 €December 2018
"Karuizawa, Original BottlingSingle Cask (Distillery Exclusive) b.2010(Cask 2111)",28,1982,58.10%,250,1120 €May 2017
"Karuizawa, Original BottlingSingle Cask (Golden Dragon) b.2012One of 267 Bottles (Cask 8833)",40,1972,55.90%,700,5930 €October 2017
"Karuizawa, Original BottlingSherry Cask (Golden Geisha)One of 225 Bottles (Cask 3667)",31,,59.40%,700,8642 €June 2019
"Karuizawa, Original BottlingSingle Cask (Hasse Peters Label) b.2007One of 5 Bottles",19,1988,58.30%,700,4482 €January 2018
"Karuizawa, Original BottlingSingle Cask (Ichiro´s Choice) b.2007One of 131 Bottles (Cask 8601)",24,1983,59.00%,700,1946 €April 2017
"Karuizawa, Original BottlingSingle Cask (Ichiro´s Choice) b.2006One of 505 Bottles (Cask 2221)",12,1994,61.00%,700,1124 €September 2018
"Karuizawa, Original BottlingBalanced Sherry (Isitan Shinjuku) b.2012(Cask 7590)",12,2000,60.90%,200,520 €April 2017
"Karuizawa, Original BottlingSchool of Malt (Lesson III) b.2012(Cask 9091)",21,1991,63.70%,700,1986 €May 2019
"Karuizawa, Original BottlingSanraku Ocean (Old Style)",12,,43.00%,760,99 €November 2017
"Karuizawa, Original BottlingSingle Sherry Cask (Rising Sun) b.2016One of 401 Bottles (Cask 8123)",16,2000,63.80%,700,2340 €March 2019
"Karuizawa, Original BottlingSingle Cask (Samurai) b.2014One of 458 Bottles (Cask 7843)",30,1984,58.30%,700,4080 €April 2019
"Karuizawa, Original BottlingSingle Cask (Samurai) b.2014One of 332 Bottles (Cask 3622)",30,1984,61.10%,700,3551 €March 2018
"Karuizawa, Original BottlingSingle Cask (Samurai) b.2014One of 280 Bottles (Cask 3620)",30,1984,60.20%,700,5523 €August 2018
"Karuizawa, Original BottlingGeisha Label (Sherry Cask) b.2015One of 225 Bottles (Cask 2339)",15,2000,61.10%,700,1728 €June 2019
"Karuizawa, Original BottlingGeisha (Single Cask)One of 312 Bottles (Cask 2332)",,1999,58.50%,700,1790 €June 2019
"Karuizawa, Original BottlingGeisha Label (Single Cask) b.2012One of 589 Bottles (Cask 2656)",29,1983,57.60%,700,2270 €September 2017
"Karuizawa, Original BottlingGeisha (Single Cask) b.2016One of 320 Bottles (Cask 895)",17,1999,58.60%,700,1728 €June 2019
"Karuizawa, Original BottlingGeisha (Single Cask) b.2016One of 507 Bottles (Cask 125)",16,2000,61.50%,700,1605 €June 2019
"Karuizawa, Original BottlingTsutagura (Spring and Summer) b.2005",16,,40.00%,700,891 €March 2018
"Karuizawa, Original Bottling (Square Decanter) Decanter",,,40.00%,700,913 €February 2019
"Karuizawa, Original BottlingSingle Cask (Taiwan Exclusive) b.2011(Cask 6568)",31,1980,56.40%,700,3078 €September 2018
"Karuizawa, Original BottlingCities of Japan (Tokyo) b.2016One of 23 Bottles (Cask 4051)",35,1981,59.10%,700,14024 €April 2019
"Karuizawa, Original BottlingNoh (US Exclusive) b.2012One of 94 Bottles (Cask 4333)",31,1981,66.30%,700,8642 €June 2019
"Karuizawa, Original BottlingNoh (US Import) b.2012One of 500 Bottles (Cask 869)",13,1999,57.70%,750,2270 €May 2018
"Karuizawa, Original BottlingSingle Cask (Water of Life) b.2015One of 473 Bottles (Cask 7417)",35,,55.00%,700,7964 €May 2019
"Karuizawa, Sanraku Ocean",,,42.00%,900,127 €April 2019
"Karuizawa, Scotch Malt Whisky Society132.5 b.2013One of 495 Bottles",14,1999,58.60%,700,1120 €February 2019
"Karuizawa, Scotch Malt Whisky Society132.1 b.2012One of 229 Bottles",28,1984,59.90%,700,3276 €February 2019
"Karuizawa, Scotch Malt Whisky Society132.3 b.2013One of 344 Bottles",20,1993,61.10%,700,1959 €May 2019
"Karuizawa, Scotch Malt Whisky Society132.2 b.2013One of 355 Bottles",22,1991,62.40%,700,2520 €February 2019
"Karuizawa, Scotch Malt Whisky Society132.4 b.2013One of 346 Bottles",17,1996,61.70%,700,1657 €April 2019
"Karuizawa, Scotch Malt Whisky Society132.6 b.2012One of 553 Bottles",12,2000,63.00%,700,1326 €June 2019
"Karuizawa, That Boutique-y Whisky CompanyOne of 186 Bottles (Batch 1)",19,,48.90%,500,1928 €May 2019
"Miyagikyo, Original BottlingWoody & Mellow",,,55.00%,500,111 €June 2019
"Miyagikyo, Original Bottling",10,,45.00%,700,176 €June 2019
"Miyagikyo, Original BottlingFruity & Rich",,,55.00%,180,37 €June 2019
"Miyagikyo, Original BottlingSingle Cask b.2009One of 100 Bottles (Cask 36385)",19,1990,61.00%,700,853 €May 2019
"Miyagikyo, Original Bottling",15,,45.00%,700,335 €June 2019
"Miyagikyo, Original BottlingFruity & Rich",12,,55.00%,500,309 €June 2019
"Miyagikyo, Original Bottling1990´s",,,55.00%,500,358 €June 2019
"Miyagikyo, Original BottlingOriginal",,,40.00%,500,52 €May 2019
"Miyagikyo, Original Bottling",12,,45.00%,700,239 €June 2019
"Miyagikyo, Original Bottling",,1988,50.00%,700,2093 €September 2018
"Miyagikyo, Original BottlingSingle Cask b.2011(Cask 101127)",9,2002,62.00%,700,615 €March 2019
"Miyagikyo, Original BottlingSingle Cask b.2010(Cask 40745)",21,1989,60.00%,700,1050 €December 2018
"Miyagikyo, Original BottlingSingle Cask b.2008(Cask 80283)",22,1986,63.00%,700,1112 €December 2018
"Miyagikyo, Original BottlingSingle Cask b.2014(Cask 66535)",18,1996,62.00%,700,877 €June 2019
"Miyagikyo, Original BottlingSingle Cask b.2010(Cask 116835)",19,1991,62.00%,700,1050 €December 2018
"Miyagikyo, Original BottlingMalty & Soft",12,,55.00%,500,247 €June 2019
"Miyagikyo, Original BottlingSingle Cask(Cask 16001)",10,,61.00%,500,139 €April 2018
"Miyagikyo, Original BottlingSingle Cask b.2012(Cask 67223)",13,1999,61.00%,700,666 €March 2019
"Miyagikyo, Original BottlingFruity & Rich",12,,55.00%,500,309 €June 2019
"Miyagikyo, Original BottlingSingle Cask b.2012(Cask 67223)",13,1999,61.00%,700,666 €March 2019
"Miyagikyo, Original BottlingSingle Cask b.2006",16,1990,54.00%,700,542 €April 2018
"Miyagikyo, Original BottlingOriginal",,,40.00%,500,52 €May 2019
"Miyagikyo, Original BottlingSingle Cask b.2005(Cask 27216)",15,1990,54.00%,700,758 €May 2019
"Miyagikyo, Original BottlingSingle Cask b.2010(Cask 40745)",21,1989,60.00%,700,1050 €December 2018
"Miyagikyo, Original Bottling1990´s",,,55.00%,500,358 €June 2019
