age,vintage,bottled,avp,size,price,name,bottling,bottler,loc/type,country,name_1,name_2
25.0,1991.0,2016.0,56.80%,700,3990.45,Karuizawa Geisha,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Geisha
15.0,1992.0,2007.0,60.60%,700,822.5100000000001,Karuizawa Single Cask,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Single
13.0,1995.0,2008.0,63.00%,750,2016.87,Karuizawa Noh,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Karuizawa,Karuizawa Noh
10.0,2007.0,2017.0,57.40%,700,153.18,Kilchoman 6th Edition,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Kilchoman,Kilchoman 6th
5.0,2008.0,2013.0,58.20%,700,136.53,Kilchoman 2nd Edition,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Kilchoman,Kilchoman 2nd
4.0,2011.0,2015.0,50.00%,700,124.32,Kilchoman Madeira Cask,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Kilchoman,Kilchoman Madeira
6.0,2011.0,2017.0,56.50%,700,106.56,Kilchoman 10th Anniversary,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Kilchoman,Kilchoman 10th
5.0,2011.0,2016.0,50.00%,700,125.43,Kilchoman Sauternes Cask,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Kilchoman,Kilchoman Sauternes
4.0,2011.0,2015.0,60.00%,700,148.74,Kilchoman Kilchoman Club (4th Edition),"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Kilchoman,Kilchoman Kilchoman
13.0,2004.0,2017.0,54.00%,700,246.42,Kilkerran Warehouse Tasting,"Cadenhead, Campbeltown Single Malt",Cadenhead,Campbeltown,UK,Kilkerran,Kilkerran Warehouse
9.0,2006.0,2015.0,57.30%,700,165.39,Kilkerran Single Cask,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Kilkerran,Kilkerran Single
6.0,2005.0,2011.0,46.00%,700,85.47000000000001,Kilkerran Work in Progress (2nd Edition),"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Kilkerran,Kilkerran Work
24.0,1966.0,1990.0,40.00%,50,34.410000000000004,Kinclaith Connoisseurs Choice,"Gordon & MacPhail, Lowlands Single Malt",Gordon & MacPhail,Lowlands,UK,Kinclaith,Kinclaith Connoisseurs
35.0,1969.0,2004.0,54.00%,700,1252.0800000000004,Kinclaith,"Signatory Vintage, Lowlands Single Malt",Signatory Vintage,Lowlands,UK,Kinclaith,Kinclaith
15.0,1995.0,2010.0,43.00%,700,59.94000000000001,Knockando Richly Matured,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Knockando,Knockando Richly
10.0,2006.0,2016.0,56.50%,700,63.27,Knockdhu Small Batch,"Cadenhead, Speyside Single Malt",Cadenhead,Speyside,UK,Knockdhu,Knockdhu Small
40.0,1974.0,2014.0,48.60%,700,2039.07,Ladyburn Cask Collection,"Original Bottling, Lowlands Single Malt",Original Bottling,Lowlands,UK,Ladyburn,Ladyburn Cask
23.0,1991.0,2014.0,52.60%,700,379.62000000000006,Laphroaig,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Laphroaig,Laphroaig
12.0,1994.0,2006.0,46.00%,700,83.25000000000001,Laphroaig,"Cadenhead, Islay Single Malt",Cadenhead,Islay,UK,Laphroaig,Laphroaig
15.0,1997.0,2012.0,53.40%,700,143.19000000000003,Laphroaig Director´s Cut,"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Laphroaig,Laphroaig Director´s
17.0,1997.0,2014.0,51.50%,700,165.39,Laphroaig 29.160,"Scotch Malt Whisky Society, Islay Single Malt",Scotch Malt Whisky Society,Islay,UK,Laphroaig,Laphroaig 29.160
16.0,1998.0,2014.0,57.50%,700,133.20000000000002,Laphroaig Authentic Collection,"Cadenhead, Islay Single Malt",Cadenhead,Islay,UK,Laphroaig,Laphroaig Authentic
14.0,1998.0,2012.0,50.00%,700,101.01,Laphroaig The Old Malt Cask,"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Laphroaig,Laphroaig The
18.0,1998.0,2016.0,60.90%,700,158.73000000000005,Laphroaig 29.237,"Scotch Malt Whisky Society, Islay Single Malt",Scotch Malt Whisky Society,Islay,UK,Laphroaig,Laphroaig 29.237
12.0,2004.0,2016.0,46.00%,700,111.0,Laphroaig Highgrove,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Laphroaig,Laphroaig Highgrove
,1973.0,,40.00%,50,41.07,Ledaig Connoisseurs Choice,"Gordon & MacPhail, Islands Single Malt",Gordon & MacPhail,Islands,UK,Ledaig,Ledaig Connoisseurs
21.0,1973.0,1994.0,43.00%,700,213.12,Ledaig,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Ledaig,Ledaig
21.0,1996.0,2017.0,51.10%,700,134.31,Ledaig,"Creative Whisky Company, Islands Single Malt",Creative Whisky Company,Islands,UK,Ledaig,Ledaig
9.0,2007.0,2016.0,58.00%,700,105.45,Ledaig Dornoch Castle,"Thomson, Islands Single Malt",Thomson,Islands,UK,Ledaig,Ledaig Dornoch
23.0,1974.0,1997.0,40.00%,750,306.36,Linkwood,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Linkwood,Linkwood
15.0,1975.0,1990.0,58.20%,750,366.3,Linkwood 39.2,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society,Speyside,UK,Linkwood,Linkwood 39.2
15.0,2000.0,2015.0,57.00%,700,94.35,Linkwood 39.113,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society,Speyside,UK,Linkwood,Linkwood 39.113
23.0,1967.0,1990.0,46.00%,750,920.19,Littlemill The Animals,"Moon-Import, Lowlands Single Malt",Moon-Import,Lowlands,UK,Littlemill,Littlemill The
17.0,1985.0,2002.0,40.00%,700,187.59,Littlemill Connoisseurs Choice,"Gordon & MacPhail, Lowlands Single Malt",Gordon & MacPhail,Lowlands,UK,Littlemill,Littlemill Connoisseurs
28.0,1985.0,2013.0,46.00%,700,420.69000000000005,Littlemill Rare Old,"Gordon & MacPhail, Lowlands Single Malt",Gordon & MacPhail,Lowlands,UK,Littlemill,Littlemill Rare
24.0,1990.0,2014.0,53.70%,700,361.86,Littlemill Small Batch,"Cadenhead, Lowlands Single Malt",Cadenhead,Lowlands,UK,Littlemill,Littlemill Small
24.0,1991.0,2015.0,50.80%,700,269.73,Littlemill Authentic Collection,"Cadenhead, Lowlands Single Malt",Cadenhead,Lowlands,UK,Littlemill,Littlemill Authentic
22.0,1992.0,2014.0,46.00%,700,202.02,Littlemill Chieftain´s (US Import),"Ian Macleod, Lowlands Single Malt",Ian Macleod,Lowlands,UK,Littlemill,Littlemill Chieftain´s
21.0,1992.0,2013.0,53.00%,700,198.69000000000003,Littlemill Finest Collection,"Hart Brothers, Lowlands Single Malt",Hart Brothers,Lowlands,UK,Littlemill,Littlemill Finest
21.0,1992.0,2013.0,54.80%,700,228.66000000000003,Littlemill Mccrae´s,"John McCrae & Co., Lowlands Single Malt",John McCrae & Co.,Lowlands,UK,Littlemill,Littlemill Mccrae´s
9.0,1998.0,2007.0,45.00%,700,127.65,Loch Lomond Craiglodge,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Loch,Loch Lomond
42.0,1974.0,2016.0,44.30%,700,328.56,Inchmurrin Authentic Collection,"Cadenhead, Highlands Single Malt",Cadenhead,Highlands,UK,Inchmurrin,Inchmurrin Authentic
26.0,1979.0,2005.0,46.00%,700,124.32,Rhosdhu First Cask,"Direct Wines, Highlands Single Malt",Direct Wines,Highlands,UK,Rhosdhu,Rhosdhu First
19.0,1996.0,2015.0,46.00%,700,63.27,Loch Lomond,"Murray McDavid, Highlands Single Grain",Murray McDavid,Highlands,UK,Loch,Loch Lomond
19.0,1981.0,2000.0,46.00%,700,233.1,Lochside,"Murray McDavid, Highlands Single Malt",Murray McDavid,Highlands,UK,Lochside,Lochside
,1973.0,,43.20%,700,3049.17,Longrow First Distillation (Last Cask),"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Longrow,Longrow First
10.0,1996.0,2006.0,59.40%,700,130.98000000000002,Longrow,"Cadenhead, Campbeltown Single Malt",Cadenhead,Campbeltown,UK,Longrow,Longrow
14.0,1997.0,2011.0,56.10%,700,137.64,Longrow Burgundy Wood,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Longrow,Longrow Burgundy
8.0,2001.0,2009.0,58.50%,700,112.11,Longrow Shiraz Cask (Open Day 2010),"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Longrow,Longrow Shiraz
15.0,2001.0,2016.0,56.20%,700,193.14,Longrow Warehouse Tasting (Chardonnay Finish),"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Longrow,Longrow Warehouse
16.0,2001.0,2017.0,56.00%,700,183.15,Longrow Warehouse Tasting (Chardonnay Finish),"Cadenhead, Campbeltown Single Malt",Cadenhead,Campbeltown,UK,Longrow,Longrow Warehouse
15.0,1985.0,2000.0,43.00%,750,800.3100000000003,Macallan (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (US
18.0,1973.0,1991.0,43.00%,700,1857.03,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
18.0,1974.0,1992.0,43.00%,750,2251.080000000001,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
18.0,1981.0,1999.0,43.00%,750,2681.76,Macallan (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (US
18.0,1985.0,2003.0,43.00%,750,1118.88,Macallan (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (US
18.0,1985.0,2003.0,43.00%,50,217.56000000000003,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
18.0,1986.0,2004.0,43.00%,700,1153.2900000000004,Macallan (Old Style),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (Old
33.0,1937.0,1970.0,45.71%,750,4146.96,Macallan (1970s),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan (1970s)
33.0,1937.0,1970.0,40.00%,750,3946.05,Macallan (1970s),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan (1970s)
35.0,1940.0,1975.0,43.00%,750,3505.38,Macallan (Pinerolo),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan (Pinerolo)
33.0,1946.0,1979.0,40.00%,750,2891.55,Macallan (Pinerolo),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (Pinerolo)
8.0,1952.0,1960.0,45.71%,750,6220.440000000001,Macallan (Rinaldi),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (Rinaldi)
,1959.0,,45.71%,750,3796.2,Macallan (Rinaldi),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan (Rinaldi)
,1960.0,,45.71%,750,3265.6200000000013,Macallan,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan
11.0,1968.0,1979.0,42.86%,750,1161.0600000000004,Macallan,"Berry Bros & Rudd, Speyside Single Malt",Berry Bros & Rudd,Speyside,UK,Macallan,Macallan
8.0,1969.0,1977.0,49.60%,722,1409.7,Macallan (US Import),"Averys, Speyside Single Malt",Averys,Speyside,UK,Macallan,Macallan (US
26.0,1969.0,1995.0,43.70%,700,863.58,Macallan,"Cadenhead, Speyside Single Malt",Cadenhead,Speyside,UK,Macallan,Macallan
35.0,1972.0,2007.0,43.00%,750,1295.37,Macallan Speymalt (US Import),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Macallan,Macallan Speymalt
25.0,1975.0,2000.0,43.00%,750,2354.3100000000004,Macallan Anniversary (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Anniversary
27.0,1977.0,2004.0,51.00%,700,724.83,Macallan Old & Rare,"Douglas Laing, Speyside Single Malt",Douglas Laing,Speyside,UK,Macallan,Macallan Old
25.0,1978.0,2003.0,50.00%,700,360.75000000000006,Macallan The Old Malt Cask,"Douglas Laing, Speyside Single Malt",Douglas Laing,Speyside,UK,Macallan,Macallan The
22.0,1979.0,2001.0,53.50%,700,360.75000000000006,Macallan Scott´s Selection,"Robert Scott & Co, Speyside Single Malt",Robert Scott & Co,Speyside,UK,Macallan,Macallan Scott´s
31.0,1985.0,2016.0,52.80%,700,1174.38,Macallan Càrn Mòr,"Scottish Liqueur Centre, Speyside Single Malt",Scottish Liqueur Centre,Speyside,UK,Macallan,Macallan Càrn
26.0,1989.0,2015.0,49.60%,700,304.1400000000001,Macallan Authentic Collection,"Cadenhead, Speyside Single Malt",Cadenhead,Speyside,UK,Macallan,Macallan Authentic
21.0,1989.0,2010.0,45.20%,700,219.78000000000003,Macallan,"Premier Bond, Speyside Single Malt",Premier Bond,Speyside,UK,Macallan,Macallan
14.0,1989.0,2003.0,45.00%,700,376.29,Macallan Single Cask,"Samaroli, Speyside Single Malt",Samaroli,Speyside,UK,Macallan,Macallan Single
23.0,1989.0,2012.0,50.10%,700,202.02,Macallan Scott´s Selection,"Robert Scott & Co, Speyside Single Malt",Robert Scott & Co,Speyside,UK,Macallan,Macallan Scott´s
21.0,1990.0,2011.0,51.50%,700,204.24,Macallan,"Malts of Scotland, Speyside Single Malt",Malts of Scotland,Speyside,UK,Macallan,Macallan
17.0,1996.0,2013.0,55.30%,700,2145.63,Macallan Easter Elchies,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Easter
20.0,1997.0,2017.0,46.60%,750,29321.76,Macallan Exceptional Cask (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Exceptional
12.0,2004.0,2016.0,68.20%,750,4146.96,Macallan Exceptional Cask (US Import),"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Macallan,Macallan Exceptional
,1975.0,,40.00%,50,11.1,Macduff Connoisseurs Choice,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail,Highlands,UK,Macduff,Macduff Connoisseurs
12.0,1989.0,2001.0,57.60%,700,84.36000000000001,Macduff Authentic Collection,"Cadenhead, Highlands Single Malt",Cadenhead,Highlands,UK,Macduff,Macduff Authentic
26.0,1990.0,2016.0,46.00%,700,154.29000000000005,Macduff Chieftain´s,"Ian Macleod, Highlands Single Malt",Ian Macleod,Highlands,UK,Macduff,Macduff Chieftain´s
10.0,2000.0,2010.0,60.00%,700,102.12,Macduff The Whiskyman,"Berry Bros & Rudd, Highlands Single Malt",Berry Bros & Rudd,Highlands,UK,Macduff,Macduff The
20.0,1997.0,2017.0,52.70%,700,106.56,Mannochmore,"Cadenhead, Speyside Single Malt",Cadenhead,Speyside,UK,Mannochmore,Mannochmore
10.0,2007.0,2017.0,43.00%,700,42.18000000000001,Mannochmore,"Signatory Vintage, Speyside Single Malt",Signatory Vintage,Speyside,UK,Mannochmore,Mannochmore
9.0,2008.0,2017.0,60.50%,700,73.26,Mannochmore 64.98,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society,Speyside,UK,Mannochmore,Mannochmore 64.98
,2012.0,,58.00%,700,226.44000000000003,Shinshu Mars Single Cask (15th Anniversary),"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Shinshu,Shinshu Mars
13.0,1967.0,1980.0,46.00%,750,1002.33,Millburn,"Cadenhead, Highlands Single Malt",Cadenhead,Highlands,UK,Millburn,Millburn
,1971.0,,40.00%,50,26.64,Millburn Connoisseurs Choice,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail,Highlands,UK,Millburn,Millburn Connoisseurs
22.0,1966.0,1988.0,43.00%,750,705.96,Miltonduff,"Sestante, Speyside Single Malt",Sestante,Speyside,UK,Miltonduff,Miltonduff
22.0,1994.0,2016.0,59.90%,700,155.4,Miltonduff Cask Strength,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Miltonduff,Miltonduff Cask
14.0,1998.0,2012.0,57.60%,700,101.01,Miltonduff Càrn Mòr,"Scottish Liqueur Centre, Speyside Single Malt",Scottish Liqueur Centre,Speyside,UK,Miltonduff,Miltonduff Càrn
12.0,2004.0,2016.0,60.00%,700,103.23,Miltonduff 72.51,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society,Speyside,UK,Miltonduff,Miltonduff 72.51
36.0,1936.0,1972.0,43.00%,750,2420.9100000000008,Mortlach Connoisseurs Choice (Pinerolo),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Mortlach,Mortlach Connoisseurs
50.0,1936.0,1986.0,40.00%,50,109.89,Mortlach,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Mortlach,Mortlach
22.0,1957.0,1979.0,45.70%,750,1366.41,Mortlach,"Samaroli, Speyside Single Malt",Samaroli,Speyside,UK,Mortlach,Mortlach
19.0,1981.0,2000.0,50.00%,700,239.76,Mortlach The Old Malt Cask,"Douglas Laing, Speyside Single Malt",Douglas Laing,Speyside,UK,Mortlach,Mortlach The
16.0,1984.0,2000.0,60.50%,700,331.8900000000001,Mortlach,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Mortlach,Mortlach
30.0,1987.0,2017.0,53.50%,700,340.7700000000001,Mortlach,"Cadenhead, Speyside Single Malt",Cadenhead,Speyside,UK,Mortlach,Mortlach
,1994.0,,46.00%,700,76.59,Mortlach,"The Collection of Whiskies, Speyside Single Malt",The Collection of Whiskies,Speyside,UK,Mortlach,Mortlach
15.0,2001.0,2016.0,57.80%,700,117.66,Mortlach 76.131,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society,Speyside,UK,Mortlach,Mortlach 76.131
17.0,1964.0,1981.0,46.00%,750,829.1700000000003,North Port,"Cadenhead, Highlands Single Malt",Cadenhead,Highlands,UK,North,North Port
,1970.0,,40.00%,50,19.98,North Port Connoisseurs Choice,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail,Highlands,UK,North,North Port
14.0,1995.0,2009.0,43.00%,700,77.7,Oban Distillers Edition,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Oban,Oban Distillers
21.0,1983.0,2004.0,46.00%,700,236.43,Pulteney Limited Edition,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Pulteney,Pulteney Limited
25.0,1989.0,2015.0,49.90%,700,284.16,Pittyvaich 2015 Release,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Pittyvaich,Pittyvaich 2015
16.0,1993.0,2009.0,43.00%,700,109.89,Pittyvaich Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Pittyvaich,Pittyvaich Connoisseurs
8.0,2001.0,2009.0,66.00%,700,319.68,Port Charlotte,"Port Sgioba, Islay Single Malt",Port Sgioba,Islay,UK,Port,Port Charlotte
13.0,2003.0,2016.0,50.00%,700,227.55,Port Charlotte Private Cask (Heavily Peated),"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Port,Port Charlotte
12.0,2005.0,2017.0,56.10%,500,117.66,Port Charlotte Cask Exploration,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Port,Port Charlotte
10.0,2007.0,2017.0,60.40%,500,153.18,Port Charlotte Cask Exploration,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Port,Port Charlotte
8.0,2001.0,2009.0,60.50%,700,133.20000000000002,Port Charlotte PC8,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Port,Port Charlotte
15.0,1974.0,1989.0,40.00%,750,650.46,Port Ellen,"Antica Casa Marchesi Spinola, Islay Single Malt",Antica Casa Marchesi Spinola,Islay,UK,Port,Port Ellen
25.0,1975.0,2000.0,46.00%,700,889.1100000000001,Port Ellen First Bottling,"Silver Seal, Islay Single Malt",Silver Seal,Islay,UK,Port,Port Ellen
14.0,1977.0,1991.0,59.70%,50,89.91000000000004,Port Ellen Cask Strength,"Gordon & MacPhail, Islay Single Malt",Gordon & MacPhail,Islay,UK,Port,Port Ellen
35.0,1978.0,2013.0,56.50%,700,2494.17,Port Ellen 14th Annual Release,"Original Bottling, Islay Single Malt",Original Bottling,Islay,UK,Port,Port Ellen
24.0,1978.0,2002.0,57.90%,700,693.7500000000001,Port Ellen,"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Port,Port Ellen
25.0,1979.0,2004.0,57.10%,700,697.08,Port Ellen Old & Rare,"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Port,Port Ellen
13.0,1979.0,1992.0,40.00%,700,519.48,Port Ellen,"Douglas Murdoch, Islay Single Malt",Douglas Murdoch,Islay,UK,Port,Port Ellen
26.0,1982.0,2008.0,50.00%,700,460.65,Port Ellen The Old Malt Cask,"Douglas Laing, Islay Single Malt",Douglas Laing,Islay,UK,Port,Port Ellen
21.0,1982.0,2003.0,46.00%,700,674.8800000000001,Port Ellen Missing,"Silver Seal, Islay Single Malt",Silver Seal,Islay,UK,Port,Port Ellen
13.0,1978.0,1991.0,58.90%,750,1535.13,Rosebank 25.4,"Scotch Malt Whisky Society, Lowlands Single Malt",Scotch Malt Whisky Society,Lowlands,UK,Rosebank,Rosebank 25.4
10.0,1988.0,1998.0,40.00%,700,289.7100000000001,Rosebank Connoisseurs Choice,"Gordon & MacPhail, Lowlands Single Malt",Gordon & MacPhail,Lowlands,UK,Rosebank,Rosebank Connoisseurs
13.0,1989.0,2002.0,40.00%,700,235.32,Rosebank Connoisseurs Choice,"Gordon & MacPhail, Lowlands Single Malt",Gordon & MacPhail,Lowlands,UK,Rosebank,Rosebank Connoisseurs
25.0,1974.0,1999.0,40.00%,700,157.62,Brackla Connoisseurs Choice,"Gordon & MacPhail, Highlands Single Malt",Gordon & MacPhail,Highlands,UK,Brackla,Brackla Connoisseurs
11.0,2006.0,2017.0,43.00%,700,56.61000000000001,Brackla,"Signatory Vintage, Highlands Single Malt",Signatory Vintage,Highlands,UK,Brackla,Brackla
12.0,1998.0,2010.0,43.00%,750,77.7,Lochnagar Distillers Edition,"Original Bottling, Highlands Single Malt",Original Bottling,Highlands,UK,Lochnagar,Lochnagar Distillers
29.0,1977.0,2006.0,59.40%,700,372.96,Scapa Rare Auld,"Duncan Taylor, Islands Single Malt",Duncan Taylor,Islands,UK,Scapa,Scapa Rare
,1979.0,,40.00%,50,16.650000000000002,Scapa,"Gordon & MacPhail, Islands Single Malt",Gordon & MacPhail,Islands,UK,Scapa,Scapa
,1979.0,,40.00%,700,224.22000000000003,Scapa The Cooper´s Choice,"Gordon & MacPhail, Islands Single Malt",Gordon & MacPhail,Islands,UK,Scapa,Scapa The
,1983.0,,40.00%,700,135.42000000000002,Scapa,"Gordon & MacPhail, Islands Single Malt",Gordon & MacPhail,Islands,UK,Scapa,Scapa
15.0,1993.0,2008.0,57.10%,500,182.04,Scapa Cask Strength,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Scapa,Scapa Cask
20.0,1989.0,2009.0,58.00%,720,1036.74,Shinshu Mars Single Cask,"Original Bottling, Japan Single Malt",Original Bottling,Japan,JP,Shinshu,Shinshu Mars
,1981.0,,43.00%,1000,94.35,Auchroisk Singleton,"Original Bottling, Speyside Single Malt",Original Bottling,Speyside,UK,Auchroisk,Auchroisk Singleton
,1971.0,,40.00%,50,15.54,Speyburn Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Speyburn,Speyburn Connoisseurs
10.0,1972.0,1982.0,57.00%,750,4976.13,Springbank (Italian Import),"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Springbank,Springbank (Italian
9.0,1995.0,2004.0,46.00%,700,135.42000000000002,Springbank Lochs and Castles (Craigmillar Castle),"High Spirits' Collection, Campbeltown Single Malt",High Spirits' Collection,Campbeltown,UK,Springbank,Springbank Lochs
21.0,1995.0,2016.0,46.00%,700,366.3,Springbank Open Day 2017,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Springbank,Springbank Open
21.0,1995.0,2016.0,49.00%,700,331.8900000000001,Springbank Single Cask,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Springbank,Springbank Single
16.0,2000.0,2016.0,51.00%,700,157.62,Springbank Warehouse Tasting,"Cadenhead, Campbeltown Single Malt",Cadenhead,Campbeltown,UK,Springbank,Springbank Warehouse
16.0,2000.0,2016.0,54.20%,700,190.92,Springbank Single Cask,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Springbank,Springbank Single
14.0,2002.0,2016.0,50.91%,700,352.98,Springbank Duty Paid Sample,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Springbank,Springbank Duty
12.0,2003.0,2015.0,53.50%,700,111.0,Springbank Burgundy Wood,"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Springbank,Springbank Burgundy
13.0,2003.0,2016.0,58.60%,750,227.55,Springbank Fresh Sherry Butt (US Import),"Original Bottling, Campbeltown Single Malt",Original Bottling,Campbeltown,UK,Springbank,Springbank Fresh
26.0,1975.0,2001.0,50.00%,700,469.53,Linlithgow The Old Malt Cask,"Douglas Laing, Lowlands Single Malt",Douglas Laing,Lowlands,UK,Linlithgow,Linlithgow The
25.0,1975.0,2000.0,50.50%,700,440.67,Linlithgow,"Signatory Vintage, Lowlands Single Malt",Signatory Vintage,Lowlands,UK,Linlithgow,Linlithgow
,1937.0,,43.00%,750,2212.23,Strathisla (Fiori Ferdinando),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Strathisla,Strathisla (Fiori
33.0,1937.0,1970.0,40.00%,750,1809.3,Strathisla 70 Proof (Pinerolo),"Gordon & MacPhail, Speyside Single Malt",Gordon & MacPhail,Speyside,UK,Strathisla,Strathisla 70
23.0,1990.0,2013.0,51.30%,700,113.22,Strathmill Single Cask Collection,"Single Cask Collection, Speyside Single Malt",Single Cask Collection,Speyside,UK,Strathmill,Strathmill Single
12.0,2005.0,2017.0,57.80%,700,83.25000000000001,Strathmill 100.17,"Scotch Malt Whisky Society, Speyside Single Malt",Scotch Malt Whisky Society,Speyside,UK,Strathmill,Strathmill 100.17
27.0,1985.0,2012.0,56.10%,700,549.45,Talisker Maritime Edition,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Talisker,Talisker Maritime
21.0,1986.0,2007.0,45.00%,700,321.9000000000001,Talisker Secret Stills,"Gordon & MacPhail, Islands Single Malt",Gordon & MacPhail,Islands,UK,Talisker,Talisker Secret
11.0,2001.0,2012.0,45.80%,700,78.81,Talisker Distillers Edition,"Original Bottling, Islands Single Malt",Original Bottling,Islands,UK,Talisker,Talisker Distillers
34.0,1969.0,2003.0,40.20%,700,326.3400000000001,Tamdhu Peerless,"Duncan Taylor, Speyside Single Malt",Duncan Taylor,Speyside,UK,Tamdhu,Tamdhu Peerless
,1971.0,,46.00%,700,297.48,Teaninich,"The Collection of Whiskies, Highlands Single Malt",The Collection of Whiskies,Highlands,UK,Teaninich,Teaninich
