0,1,2,3,4,5,6,7,8,9
30,1983,2013,55.10%,700 ml,NA,7638,508 €,Caol Ila,"Original Bottling, Islay Single Malt"
11,1989,2000,57.10%,50 ml,NA,NA,14 €,Caol Ila,"The Whisky Castle, Islay Single Malt"
19,1996,2015,60.50%,700 ml,NA,258,149 €,Caol Ila 53.233,"Scotch Malt Whisky Society, Islay Single Malt"
17,1998,2015,57.30%,700 ml,NA,1500,160 €,Caol Ila (Feis Ile 2015),"Original Bottling, Islay Single Malt"
20,NA,1996,57.86%,700 ml,NA,NA,796 €,Caol Ila 150th Anniversary,"Original Bottling, Islay Single Malt"
25,NA,NA,43.00%,700 ml,NA,NA,155 €,Caol Ila,"Original Bottling, Islay Single Malt"
32,NA,NA,50.20%,700 ml,NA,225,507 €,Caol Ila Directors Special,"Malts of Scotland, Islay Single Malt"
NA,NA,NA,55.00%,700 ml,NA,NA,77 €,Caol Ila Cask Strength,"Original Bottling, Islay Single Malt"
27,1968,1995,46.00%,700 ml,NA,NA,424 €,Caperdonich Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt"
24,1968,1992,40.00%,700 ml,NA,NA,292 €,Caperdonich Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt"
12,1968,1980,40.00%,750 ml,NA,NA,366 €,Caperdonich Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt"
32,1968,2000,44.50%,700 ml,NA,NA,305 €,Caperdonich,"Hart Brothers, Speyside Single Malt"
30,1968,1998,50.30%,700 ml,3560,260,563 €,Caperdonich Millennium Edition,"Signatory Vintage, Speyside Single Malt"
18,1996,2014,50.20%,700 ml,82239,318,133 €,Caperdonich Raw Cask,"Blackadder, Speyside Single Malt"
17,1996,2013,58.60%,700 ml,NA,276,165 €,Caperdonich,"Malts of Scotland, Speyside Single Malt"
12,NA,NA,40.00%,700 ml,NA,NA,33 €,Cardhu,"Original Bottling, Speyside Single Malt"
12,NA,NA,40.00%,1000 ml,NA,NA,39 €,Cardhu,"Original Bottling, Speyside Single Malt"
12,NA,NA,43.00%,750 ml,NA,NA,172 €,Cardhu (1970s),"Original Bottling, Speyside Single Malt"
12,NA,NA,40.00%,750 ml,NA,NA,146 €,Cardhu (Old Style Tall Bottle),"Original Bottling, Speyside Single Malt"
12,NA,NA,40.00%,750 ml,NA,NA,59 €,Cardhu (1980s Square Bottle),"Original Bottling, Speyside Single Malt"
12,NA,NA,40.00%,500 ml,NA,NA,25 €,Cardhu,"Original Bottling, Speyside Single Malt"
12,NA,NA,40.00%,700 ml,NA,NA,31 €,Cardhu (Old Style),"Original Bottling, Speyside Single Malt"
27,1973,2000,60.02%,700 ml,NA,NA,307 €,Cardhu Rare Malts,"Original Bottling, Speyside Single Malt"
22,1982,2004,57.80%,700 ml,NA,3600,253 €,Cardhu Cask Strength,"Original Bottling, Speyside Single Malt"
13,1987,2000,56.90%,700 ml,NA,318,136 €,Cardhu Authentic Collection,"Cadenhead, Speyside Single Malt"
7,2008,2015,62.20%,700 ml,183,197,636 €,Chichibu Single Cask (Ichiro´s Malt),"Original Bottling, Japan Single Malt"
4,2009,2013,58.20%,700 ml,1921,669,453 €,Chichibu Port Pipe Single Cask (Ichiro´s Malt),"Original Bottling, Japan Single Malt"
4,2010,2014,62.40%,700 ml,659,239,499 €,Chichibu Single Cask (Ichiro´s Malt),"Original Bottling, Japan Single Malt"
5,2010,2015,59.30%,700 ml,2650,293,526 €,Chichibu Single Cask (Ichiro´s Malt),"Original Bottling, Japan Single Malt"
5,2011,2016,61.20%,700 ml,1402,270,664 €,Chichibu Ichiro´s Malt Cask,"Original Bottling, Japan Single Malt"
6,2011,2017,57.50%,700 ml,NA,1270,628 €,Chichibu Kusuda Cask (Ichiro´s Malt),"Original Bottling, Japan Single Malt"
4,2011,2015,59.50%,700 ml,3303,NA,663 €,Chichibu Single Beer Barrel (Ichiro´s Malt),"Original Bottling, Japan Single Malt"
6,2010,2016,57.40%,700 ml,3291,249,495 €,Chichibu Single Cask (Takashimaya),"Original Bottling, Japan Single Malt"
NA,2012,NA,55.70%,700 ml,1883,209,581 €,Chichibu Ichiro´s Malt Cask,"Original Bottling, Japan Single Malt"
NA,2012,NA,59.00%,700 ml,1825,300,495 €,Chichibu Port Pipe (Ichiro´s Malt),"Original Bottling, Japan Single Malt"
NA,2012,NA,62.00%,700 ml,1965,80,490 €,Chichibu Single Cask (Ichiro´s Malt),"Original Bottling, Japan Single Malt"
4,2012,2016,54.50%,700 ml,NA,6350,226 €,Chichibu The Peated (Ichiro´s Malt),"Original Bottling, Japan Single Malt"
5,2012,2017,63.20%,700 ml,2088,NA,757 €,Chichibu Peated Single Cask,"Original Bottling, Japan Single Malt"
4,2013,2017,61.90%,700 ml,2588,NA,787 €,Chichibu Velier 70th Anniversary (Ichiro´s Malt),"Original Bottling, Japan Single Malt"
4,2010,2014,53.50%,700 ml,NA,6200,228 €,Chichibu Chibidaru (Quarter Cask),"Original Bottling, Japan Single Malt"
NA,NA,2016,61.00%,700 ml,NA,NA,275 €,Chichibu (Ichiro´s Malt),"Original Bottling, Japan Single Malt"
NA,NA,NA,56.00%,700 ml,NA,156,486 €,Chichibu Red Wine Cask (Ichiro´s Malt),"Original Bottling, Japan Single Malt"
NA,NA,2017,57.50%,700 ml,3867,6700,247 €,Chichibu IPA Barrel Finish (Ichiro´s Malt),"Original Bottling, Japan Single Malt"
NA,NA,2015,55.50%,700 ml,NA,10700,182 €,Chichibu On The Way (Ichiro´s Malt),"Original Bottling, Japan Single Malt"
14,NA,NA,43.00%,700 ml,NA,NA,125 €,Clynelish Flora & Fauna,"Original Bottling, Highlands Single Malt"
15,1980,1995,43.00%,50 ml,1271,2040,20 €,Clynelish,"Signatory Vintage, Highlands Single Malt"
15,1984,1999,43.00%,700 ml,NA,4000,167 €,Clynelish,"Dun Eideann, Highlands Single Malt"
29,1984,2013,57.60%,700 ml,NA,NA,327 €,Clynelish 26.105,"Scotch Malt Whisky Society, Highlands Single Malt"
21,NA,NA,56.10%,700 ml,NA,251,261 €,Clynelish Art of Whisky,"Elixir Distillers, Highlands Single Malt"
14,NA,NA,49.30%,500 ml,3,134,163 €,Clynelish,"That Boutique-y Whisky Company, Highlands Single Malt"
17,1978,1995,62.00%,50 ml,NA,NA,37 €,Coleburn,"Cadenhead, Speyside Single Malt"
20,1980,2000,50.00%,700 ml,NA,648,272 €,Coleburn The Old Malt Cask,"Douglas Laing, Speyside Single Malt"
42,1960,2002,40.00%,700 ml,NA,NA,643 €,Convalmore Rare Old,"Gordon & MacPhail, Speyside Single Malt"
12,1969,1981,40.00%,750 ml,NA,NA,345 €,Convalmore Connoisseurs Choice (1980s),"Gordon & MacPhail, Speyside Single Malt"
NA,1969,NA,40.00%,50 ml,NA,NA,24 €,Convalmore Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt"
26,1977,2003,61.40%,700 ml,NA,642,292 €,Convalmore Authentic Collection,"Cadenhead, Speyside Single Malt"
24,1978,2002,59.40%,700 ml,NA,NA,358 €,Convalmore Rare Malts,"Original Bottling, Speyside Single Malt"
12,NA,NA,40.00%,700 ml,NA,NA,39 €,Cragganmore,"Original Bottling, Speyside Single Malt"
40,1966,2006,45.00%,700 ml,NA,500,461 €,Cragganmore Secret Stills (No. 2.1),"Gordon & MacPhail, Speyside Single Malt"
24,1982,2006,46.00%,700 ml,3971,NA,98 €,Cragganmore First Cask,"Direct Wines, Speyside Single Malt"
NA,1984,NA,40.00%,1000 ml,6549,NA,95 €,Cragganmore Distillers Edition (First Release),"Original Bottling, Speyside Single Malt"
NA,1984,NA,40.00%,50 ml,NA,NA,13 €,Cragganmore Distillers Edition (First Release),"Original Bottling, Speyside Single Malt"
29,1986,2015,57.60%,700 ml,NA,127,200 €,Cragganmore 37.67,"Scotch Malt Whisky Society, Speyside Single Malt"
32,1973,2005,53.90%,700 ml,2514,557,300 €,Strathisla Cask Strength (Heavily Peated),"Signatory Vintage, Speyside Single Malt"
12,NA,NA,65.50%,750 ml,468,NA,147 €,Craigellachie Fine Malt Selection,"James MacArthur, Speyside Single Malt"
13,NA,NA,46.00%,700 ml,NA,NA,45 €,Craigellachie,"Original Bottling, Speyside Single Malt"
14,NA,NA,43.00%,700 ml,NA,NA,284 €,Craigellachie Flora & Fauna,"Original Bottling, Speyside Single Malt"
22,1973,1995,60.20%,700 ml,NA,NA,367 €,Craigellachie Rare Malts,"Original Bottling, Speyside Single Malt"
16,1978,1994,46.00%,700 ml,7703,NA,146 €,Craigellachie First Cask,"Direct Wines, Speyside Single Malt"
18,1981,1999,43.00%,700 ml,NA,NA,126 €,Craigellachie,"Ian Macleod, Speyside Single Malt"
21,1994,2015,53.10%,700 ml,NA,246,141 €,Craigellachie,"Cadenhead, Speyside Single Malt"
22,1994,2016,55.50%,700 ml,2402,NA,430 €,Craigellachie Exceptional Cask (Double Cask),"Original Bottling, Speyside Single Malt"
8,2008,2016,46.00%,700 ml,6000855,NA,45 €,Craigellachie,"Murray McDavid, Speyside Single Malt"
NA,1971,NA,40.00%,50 ml,NA,NA,16 €,Craigellachie,"Gordon & MacPhail, Speyside Single Malt"
12,NA,NA,62.70%,750 ml,NA,NA,138 €,Dailuaine,"James MacArthur, Speyside Single Malt"
16,NA,NA,43.00%,700 ml,NA,NA,172 €,Dailuaine Flora & Fauna,"Original Bottling, Speyside Single Malt"
30,1973,2003,46.00%,700 ml,14735,NA,204 €,Dailuaine First Cask,"Direct Wines, Speyside Single Malt"
22,1973,1995,60.92%,750 ml,NA,NA,289 €,Dailuaine Rare Malts,"Original Bottling, Speyside Single Malt"
31,1975,2006,55.00%,700 ml,4374,197,323 €,Dailuaine Reserve,"Gordon & MacPhail, Speyside Single Malt"
12,NA,1994,40.00%,700 ml,NA,NA,139 €,Dallas Dhu,"Gordon & MacPhail, Speyside Single Malt"
31,1968,1999,50.00%,700 ml,NA,253,546 €,Dallas Dhu The Old Malt Cask,"Douglas Laing, Speyside Single Malt"
34,1970,2004,50.10%,700 ml,NA,136,421 €,Dallas Dhu Old & Rare,"Douglas Laing, Speyside Single Malt"
29,1974,2003,46.00%,700 ml,NA,498,326 €,Dallas Dhu Mission,"Murray McDavid, Speyside Single Malt"
24,1981,2005,58.30%,700 ml,387,523,234 €,Dallas Dhu,"Duncan Taylor, Speyside Single Malt"
23,1982,2005,40.00%,700 ml,NA,NA,181 €,Dallas Dhu,"Gordon & MacPhail, Speyside Single Malt"
21,1982,2003,43.00%,700 ml,691,309,175 €,Dallas Dhu,"Signatory Vintage, Speyside Single Malt"
23,1983,2006,46.00%,700 ml,NA,NA,281 €,Dallas Dhu,"Original Bottling, Speyside Single Malt"
12,NA,NA,40.00%,700 ml,NA,NA,56 €,Dalmore (Old Style Landscape Label),"Original Bottling, Highlands Single Malt"
25,1990,2015,56.30%,700 ml,NA,474,202 €,Dalmore,"Cadenhead, Highlands Single Malt"
25,NA,NA,42.00%,700 ml,NA,NA,660 €,Dalmore,"Original Bottling, Highlands Single Malt"
NA,NA,2010,40.00%,700 ml,NA,NA,121 €,Dalmore Dee Dram (2010 Season),"Original Bottling, Highlands Single Malt"
NA,NA,NA,40.00%,700 ml,NA,NA,143 €,Dalmore King Alexander III (Silver Label),"Original Bottling, Highlands Single Malt"
17,1992,2009,46.00%,700 ml,NA,NA,344 €,Dalmore Mackenzie,"Original Bottling, Highlands Single Malt"
15,NA,NA,43.00%,700 ml,NA,NA,40 €,Dalwhinnie,"Original Bottling, Highlands Single Malt"
15,NA,NA,43.00%,700 ml,NA,NA,36 €,Dalwhinnie (Old Style),"Original Bottling, Highlands Single Malt"
NA,1980,NA,43.00%,50 ml,NA,NA,11 €,Dalwhinnie Distillers Edition (First Release),"Original Bottling, Highlands Single Malt"
20,1986,2006,56.80%,700 ml,NA,5358,193 €,Dalwhinnie Cask Strength,"Original Bottling, Highlands Single Malt"
25,1987,2012,52.10%,700 ml,NA,3437,198 €,Dalwhinnie,"Original Bottling, Highlands Single Malt"
18,1992,2010,57.40%,700 ml,NA,784,164 €,Deanston Spanish Oak,"Original Bottling, Highlands Single Malt"
14,NA,2014,56.20%,700 ml,NA,NA,204 €,Dufftown Manager´s Dram (2014 Release),"Original Bottling, Speyside Single Malt"
15,1979,1994,43.00%,50 ml,13238,NA,37 €,Dufftown,"Signatory Vintage, Speyside Single Malt"
10,NA,NA,40.00%,700 ml,NA,NA,117 €,Edradour (Old Style),"Original Bottling, Highlands Single Malt"
NA,NA,2008,46.00%,700 ml,32,6000,96 €,Ballechin The Discovery Series,"Original Bottling, Highlands Single Malt"
26,1975,2001,54.80%,700 ml,NA,NA,284 €,Glen Albyn Rare Malts,"Original Bottling, Highlands Single Malt"
36,1976,2012,43.00%,700 ml,NA,NA,318 €,Glen Albyn,"Gordon & MacPhail, Highlands Single Malt"
12,1980,1992,43.00%,50 ml,2946,NA,32 €,Glen Albyn,"Signatory Vintage, Highlands Single Malt"
5,1994,1999,40.00%,1000 ml,NA,NA,21 €,Glen Deveron,"Original Bottling, Speyside Single Malt"
5,NA,NA,40.00%,750 ml,NA,NA,39 €,Glen Deveron (1970s),"Original Bottling, Highlands Single Malt"
12,NA,NA,43.00%,700 ml,NA,NA,39 €,Glen Elgin,"Original Bottling, Speyside Single Malt"
12,NA,NA,42.86%,750 ml,NA,NA,161 €,Glen Elgin (1970s),"Original Bottling, Speyside Single Malt"
12,NA,NA,43.00%,750 ml,NA,NA,109 €,Glen Elgin White Horse,"Original Bottling, Speyside Single Malt"
16,NA,NA,58.50%,700 ml,NA,NA,101 €,Glen Elgin Cask Strength,"Original Bottling, Speyside Single Malt"
5,NA,NA,40.00%,750 ml,NA,NA,142 €,Glenesk (1980s),"Original Bottling, Highlands Single Malt"
8,NA,NA,40.00%,750 ml,NA,NA,288 €,Glen Flagler Pure Malt (1980s),"Original Bottling, Lowlands Single Malt"
10,NA,NA,40.00%,700 ml,NA,NA,40 €,Glen Grant (Screen Print),"Original Bottling, Speyside Single Malt"
10,NA,NA,43.00%,750 ml,NA,NA,60 €,Glen Grant (1980s),"Original Bottling, Speyside Single Malt"
10,NA,NA,43.00%,750 ml,NA,NA,132 €,Glen Grant (1980s Giovinetti Import),"Original Bottling, Speyside Single Malt"
20,1960,1980,40.00%,750 ml,NA,NA,623 €,Glen Grant,"Gordon & MacPhail, Speyside Single Malt"
37,1970,2007,49.70%,700 ml,3490,140,282 €,Glen Grant Rare Auld,"Duncan Taylor, Speyside Single Malt"
20,1976,1996,46.00%,700 ml,2880,NA,312 €,Glen Grant First Cask,"Direct Wines, Speyside Single Malt"
5,1979,1984,40.00%,2000 ml,NA,NA,124 €,Glen Grant,"Original Bottling, Speyside Single Malt"
NA,NA,NA,40.00%,750 ml,NA,NA,33 €,Glen Grant (1980s),"Original Bottling, Speyside Single Malt"
5,1982,1987,40.00%,1000 ml,NA,NA,52 €,Glen Grant,"Original Bottling, Speyside Single Malt"
25,NA,NA,40.00%,750 ml,NA,NA,277 €,Glen Grant Royal Wedding Reserve (1980s),"Original Bottling, Speyside Single Malt"
NA,NA,NA,40.00%,700 ml,NA,NA,20 €,Glen Grant Pure Malt (Portrait Label),"Original Bottling, Speyside Single Malt"
NA,NA,NA,40.00%,1000 ml,NA,NA,33 €,Glen Grant Pure Malt,"Original Bottling, Speyside Single Malt"
34,1968,2002,58.10%,700 ml,2628,NA,398 €,Glen Keith Premier Malts,"Malcolm Pride Ltd., Speyside Single Malt"
18,1965,1983,46.00%,750 ml,NA,NA,379 €,Glen Mhor,"Cadenhead, Highlands Single Malt"
44,1966,2010,45.00%,700 ml,3687,139,686 €,Glen Mhor Private Collection,"Gordon & MacPhail, Highlands Single Malt"
28,1976,2004,51.90%,700 ml,NA,NA,348 €,Glen Mhor Rare Malts,"Original Bottling, Highlands Single Malt"
NA,1978,NA,63.20%,750 ml,NA,NA,214 €,Glen Mhor Cask Strength,"Gordon & MacPhail, Highlands Single Malt"
22,1979,2001,61.00%,700 ml,NA,NA,281 €,Glen Mhor Rare Malts,"Original Bottling, Highlands Single Malt"
25,1982,2007,52.00%,700 ml,1233,270,307 €,Glen Mhor Càrn Mòr (Celebration of the Cask),"Scottish Liqueur Centre, Highlands Single Malt"
29,1982,2011,51.00%,700 ml,1604,188,275 €,Glen Mhor Cask Strength,"Signatory Vintage, Highlands Single Malt"
8,NA,NA,40.00%,750 ml,NA,NA,173 €,Glen Mhor (1970s),"Gordon & MacPhail, Highlands Single Malt"
10,NA,NA,40.00%,750 ml,NA,NA,65 €,Glen Moray (1980s),"Original Bottling, Speyside Single Malt"
12,NA,NA,40.00%,700 ml,NA,NA,36 €,Glen Moray (Old Style),"Original Bottling, Speyside Single Malt"
19,1981,2000,57.70%,700 ml,3661,463,326 €,Glen Moray Manager´s Choice,"Original Bottling, Speyside Single Malt"
23,1973,1996,59.80%,750 ml,NA,NA,273 €,Glen Ord Rare Malts,"Original Bottling, Highlands Single Malt"
25,NA,2004,58.30%,700 ml,NA,3600,227 €,Glen Ord 2004 Release,"Original Bottling, Highlands Single Malt"
12,NA,NA,40.00%,700 ml,NA,NA,118 €,Glen Scotia,"James MacArthur, Campbeltown Single Malt"
NA,NA,NA,46.00%,700 ml,NA,NA,40 €,Glen Scotia Double Cask,"Original Bottling, Campbeltown Single Malt"
30,1976,2006,46.00%,700 ml,366,NA,167 €,Glen Spey First Cask,"Direct Wines, Speyside Single Malt"
22,1995,2017,51.40%,700 ml,NA,NA,193 €,Glen Spey,"Cadenhead, Speyside Single Malt"
15,2001,2016,46.00%,700 ml,NA,720,48 €,Glen Spey,"Cadenhead, Speyside Single Malt"
9,2004,2013,46.00%,700 ml,NA,NA,40 €,Glen Spey Connoisseurs Choice,"Gordon & MacPhail, Speyside Single Malt"
21,NA,2010,50.40%,700 ml,NA,5844,172 €,Glen Spey 2010 Release,"Original Bottling, Speyside Single Malt"
NA,NA,NA,40.00%,700 ml,NA,NA,32 €,Glenallachie Distillery Edition (1980s),"Samaroli, Speyside Single Malt"
NA,NA,NA,40.00%,750 ml,NA,NA,447 €,Glenburgie Royal Marriage,"Gordon & MacPhail, Speyside Single Malt"
29,1972,2001,46.00%,700 ml,7637,NA,220 €,Glencadam First Cask,"Direct Wines, Highlands Single Malt"
29,1972,2001,46.00%,700 ml,7634,NA,175 €,Glencadam First Cask,"Direct Wines, Highlands Single Malt"
12,1974,1986,40.00%,750 ml,NA,NA,204 €,Glencadam Connoisseurs Choice,"Gordon & MacPhail, Highlands Single Malt"
14,NA,NA,46.00%,700 ml,NA,NA,112 €,Glendronach Marsala Cask Finish,"Original Bottling, Highlands Single Malt"
15,NA,NA,40.00%,1000 ml,NA,NA,167 €,Glendronach (1990s),"Original Bottling, Highlands Single Malt"
15,NA,NA,40.00%,700 ml,NA,NA,135 €,Glendronach Sherry Casks,"Original Bottling, Highlands Single Malt"
15,NA,NA,46.00%,700 ml,NA,NA,162 €,Glendronach Moscatel Finish,"Original Bottling, Highlands Single Malt"
15,NA,NA,46.00%,700 ml,NA,NA,98 €,Glendronach Revival,"Original Bottling, Highlands Single Malt"
19,NA,NA,46.00%,700 ml,NA,NA,146 €,Glendronach Madeira Cask Finish,"Original Bottling, Highlands Single Malt"
27,1985,2012,53.70%,700 ml,1035,290,450 €,Glendronach Single Cask,"Original Bottling, Highlands Single Malt"
23,1990,2013,50.80%,700 ml,1240,647,224 €,Glendronach Single Cask,"Original Bottling, Highlands Single Malt"
24,1990,2014,53.80%,700 ml,1020,606,259 €,Glendronach Single Cask,"Original Bottling, Highlands Single Malt"
25,1991,2016,48.20%,700 ml,NA,2137,850 €,Glendronach Kingsman Edition,"Original Bottling, Highlands Single Malt"
22,1991,2013,52.10%,700 ml,1346,701,217 €,Glendronach Single Cask,"Original Bottling, Highlands Single Malt"
25,1992,2017,48.00%,700 ml,NA,1500,290 €,Glendronach Danish Release,"Original Bottling, Highlands Single Malt"
21,1993,2014,58.80%,700 ml,39,567,249 €,Glendronach Single Cask,"Original Bottling, Highlands Single Malt"
24,1993,2017,53.60%,700 ml,400,NA,390 €,Glendronach Hand Filled,"Original Bottling, Highlands Single Malt"
23,1993,2016,58.50%,700 ml,40,584,304 €,Glendronach Single Cask,"Original Bottling, Highlands Single Malt"
23,1993,2016,58.90%,700 ml,564,575,242 €,Glendronach Single Cask,"Original Bottling, Highlands Single Malt"
24,1993,2017,60.40%,700 ml,653,407,286 €,Glendronach 10th Anniversary,"Original Bottling, Highlands Single Malt"
19,1994,2013,52.10%,700 ml,279,642,170 €,Glendronach Single Cask,"Original Bottling, Highlands Single Malt"
19,1994,2013,56.80%,700 ml,67,625,179 €,Glendronach Single Cask,"Original Bottling, Highlands Single Malt"
20,1994,2014,54.80%,700 ml,2822,660,168 €,Glendronach Single Cask,"Original Bottling, Highlands Single Malt"
21,1994,2015,54.10%,700 ml,1189,731,221 €,Glendronach Single Cask,"Original Bottling, Highlands Single Malt"
21,1994,2015,53.20%,700 ml,3399,627,215 €,Glendronach Single Cask (Distillery Exclusive),"Original Bottling, Highlands Single Malt"
22,1994,2016,53.20%,700 ml,1376,660,215 €,Glendronach Single Cask,"Original Bottling, Highlands Single Malt"
22,1994,2016,51.60%,700 ml,3379,456,224 €,Glendronach Single Cask,"Original Bottling, Highlands Single Malt"
19,1995,2014,55.80%,700 ml,NA,NA,245 €,Glendronach Cask Strength,"Original Bottling, Highlands Single Malt"
19,1995,2014,55.40%,700 ml,4887,542,150 €,Glendronach Single Cask,"Original Bottling, Highlands Single Malt"
19,1995,2014,56.90%,700 ml,4943,663,182 €,Glendronach Single Cask,"Original Bottling, Highlands Single Malt"
20,1995,2015,52.80%,700 ml,4074,735,179 €,Glendronach Single Cask,"Original Bottling, Highlands Single Malt"
20,1995,2015,54.10%,700 ml,5270,633,173 €,Glendronach Single Cask,"Original Bottling, Highlands Single Malt"
20,1995,2015,54.60%,700 ml,543,689,187 €,Glendronach Single Cask,"Original Bottling, Highlands Single Malt"
21,1995,2016,51.80%,700 ml,3248,531,190 €,Glendronach Single Cask,"Original Bottling, Highlands Single Malt"
14,1996,2010,59.70%,700 ml,197,576,122 €,Glendronach Single Cask,"Original Bottling, Highlands Single Malt"
17,1996,2013,53.10%,700 ml,1490,709,187 €,Glendronach Single Cask,"Original Bottling, Highlands Single Malt"
20,1996,2016,53.00%,700 ml,1485,596,208 €,Glendronach Single Cask,"Original Bottling, Highlands Single Malt"
12,2004,2016,56.10%,700 ml,6630,NA,138 €,Glendronach Single Cask,"Original Bottling, Highlands Single Malt"
11,2005,2016,57.30%,700 ml,1444,NA,165 €,Glendronach Hand Filled (Single Cask),"Original Bottling, Highlands Single Malt"
8,NA,NA,40.00%,750 ml,NA,NA,217 €,Glendronach Teacher´s (1970s),"Original Bottling, Highlands Single Malt"
12,NA,NA,43.00%,700 ml,NA,NA,96 €,Glendullan Flora & Fauna,"Original Bottling, Speyside Single Malt"
23,1974,1997,63.10%,700 ml,NA,NA,238 €,Glendullan Rare Malts,"Original Bottling, Speyside Single Malt"
17,1978,1995,65.30%,50 ml,NA,NA,19 €,Glendullan,"Cadenhead, Speyside Single Malt"
12,NA,NA,40.00%,50 ml,NA,NA,17 €,Glenesk,"Original Bottling, Highlands Single Malt"
13,1982,1995,40.00%,700 ml,NA,NA,184 €,Glenesk Connoisseurs Choice,"Gordon & MacPhail, Highlands Single Malt"
10,NA,NA,40.00%,700 ml,NA,NA,39 €,Glenfarclas (Old Style),"Original Bottling, Speyside Single Malt"
10,NA,2012,60.00%,700 ml,NA,NA,138 €,Glenfarclas Cask Strength (Whisky Live Shanghai 2012),"Original Bottling, Speyside Single Malt"
12,NA,NA,43.00%,700 ml,NA,NA,47 €,Glenfarclas,"Original Bottling, Speyside Single Malt"
NA,NA,1986,43.00%,750 ml,NA,6000,318 €,Glenfarclas 150th Anniversary,"Original Bottling, Speyside Single Malt"
NA,NA,NA,43.00%,700 ml,NA,6000,158 €,Glenfarclas 175th Anniversary,"Original Bottling, Speyside Single Malt"
30,1965,1995,54.10%,700 ml,NA,NA,667 €,Glenfarclas,"Big Market, Speyside Single Malt"
25,1974,1999,43.00%,700 ml,NA,2732,307 €,Glenfarclas,"Original Bottling, Speyside Single Malt"
12,1982,1994,57.10%,700 ml,NA,NA,172 €,Glenfarclas 1.46,"Scotch Malt Whisky Society, Speyside Single Malt"
25,1986,2011,49.70%,700 ml,7020,180,274 €,Glenfarclas Raw Cask,"Blackadder, Speyside Single Malt"
25,1988,2013,53.20%,700 ml,NA,300,297 €,Glenfarclas Distillery Exclusive,"Original Bottling, Speyside Single Malt"
25,1989,2014,46.00%,700 ml,NA,2040,160 €,Glenfarclas German Edition,"Original Bottling, Speyside Single Malt"
26,1989,2015,56.30%,700 ml,NA,585,345 €,Glenfarclas Distillery Exclusive,"Original Bottling, Speyside Single Malt"
16,1989,2005,60.20%,700 ml,11462,618,232 €,Glenfarclas Single Cask,"Original Bottling, Speyside Single Malt"
13,1990,2003,43.00%,700 ml,NA,NA,118 €,Glenfarclas Family Malt Collection,"Original Bottling, Speyside Single Malt"
19,1991,2010,56.90%,700 ml,NA,470,488 €,Glenfarclas Family Cask,"Original Bottling, Speyside Single Malt"
10,1994,2004,58.00%,700 ml,980,285,170 €,Glenfarclas Single Cask,"Original Bottling, Speyside Single Malt"
15,1995,2010,60.10%,700 ml,6778,264,374 €,Glenfarclas Family Cask,"Original Bottling, Speyside Single Malt"
20,1996,2016,46.00%,700 ml,7772-7780,2400,156 €,Glenfarclas Christmas Edition (Sherry Cask),"Original Bottling, Speyside Single Malt"
19,1997,2016,53.40%,700 ml,NA,192,127 €,Glenfarclas 1.203,"Scotch Malt Whisky Society, Speyside Single Malt"
9,2002,2011,53.00%,700 ml,NA,NA,112 €,Glenfarclas Movember Release,"Original Bottling, Speyside Single Malt"
9,2003,2012,57.50%,700 ml,1448,333,235 €,Glenfarclas Family Cask,"Original Bottling, Speyside Single Malt"
21,NA,NA,40.00%,750 ml,NA,NA,422 €,Glenfarclas (1970s),"Original Bottling, Speyside Single Malt"
22,NA,NA,43.00%,700 ml,NA,2000,171 €,Glenfarclas Spirit of the Millennium,"Original Bottling, Speyside Single Malt"
25,NA,NA,43.00%,700 ml,NA,NA,225 €,Glenfarclas Magnus Platform (25th Anniversary),"Original Bottling, Speyside Single Malt"
30,NA,NA,43.00%,700 ml,NA,NA,269 €,Glenfarclas,"Original Bottling, Speyside Single Malt"
30,NA,NA,43.00%,700 ml,NA,NA,337 €,Glenfarclas Magnus Platform,"Original Bottling, Speyside Single Malt"
40,NA,NA,46.00%,700 ml,NA,NA,518 €,Glenfarclas,"Original Bottling, Speyside Single Malt"
40,NA,NA,40.20%,700 ml,NA,NA,352 €,Glenfarclas,"Cadenhead, Speyside Single Malt"
8,NA,NA,40.00%,700 ml,NA,NA,45 €,Glenfarclas (Very Old Style),"Original Bottling, Speyside Single Malt"
8,NA,NA,40.00%,700 ml,NA,NA,40 €,Glenfarclas,"Original Bottling, Speyside Single Malt"
8,NA,NA,60.00%,750 ml,NA,NA,426 €,Glenfarclas 105 Proof (1970s),"Original Bottling, Speyside Single Malt"
NA,NA,NA,40.00%,700 ml,NA,NA,49 €,Glenfarclas Heritage (French Import),"Original Bottling, Speyside Single Malt"
NA,NA,NA,56.80%,1000 ml,NA,NA,140 €,Glenfarclas Last of the Millennium,"Original Bottling, Speyside Single Malt"
12,NA,NA,40.00%,700 ml,NA,NA,32 €,Glenfiddich,"Original Bottling, Speyside Single Malt"
12,NA,NA,40.00%,50 ml,NA,NA,32 €,Glenfiddich,"Original Bottling, Speyside Single Malt"
12,NA,NA,40.00%,700 ml,NA,NA,34 €,Glenfiddich Special Reserve,"Original Bottling, Speyside Single Malt"
