Index,Maker,Year Distrilled,age in cast,ABV,Single Malt Scotch,Flavored Whiskey and Liqueurs,Bourbon, Blended Malt Scotch Whisky ,Blended Scotch Whisky,Blended Whiskey (Multi-country), Single Malt Whisky (Multi-country), Single Grain Whisky (Multi-country),Japan, Canada,Irish,Generic Whisky (Multi-country),Rye Whisky,White Whisky,Craft Whisky,SUM,Review Score (Points), price ,Original Style,country
2097,Tullibardine,,,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$70 ,Single Malt Scotch,UK
2098,Tullibardine,,,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$65 ,Single Malt Scotch,UK
2099,The Antiquary,,12 years old,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,83,$30 ,Blended Scotch Whisky,UK
2100,Eades,,,46.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,83,$70 ,Blended Malt Scotch Whisky,UK
2101,Wemyss,2011,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$119 ,Single Malt Scotch,UK
2102,Wemyss,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$154 ,Single Malt Scotch,UK
2103,Wemyss,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$164 ,Single Malt Scotch,UK
2104,Wemyss,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$104 ,Single Malt Scotch,UK
2105,Wemyss,,,56.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$190 ,Single Malt Scotch,UK
2106,Wemyss,,,46.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,83,$54 ,Blended Malt Scotch Whisky,UK
2107,Wemyss,1988,,46.00%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,83,$125 ,Grain Scotch Whisky,UK
2108,Kilchoman,2013,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$60 ,Single Malt Scotch,UK
2109,Kilchoman,,,59.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$108 ,Single Malt Scotch,UK
2110,Royal Lochnagar,2000,,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$78 ,Single Malt Scotch,UK
2111,Smoking Ember,,,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$40 ,Single Malt Scotch,UK
2112,Teaninich,1996,,55.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$325 ,Single Malt Scotch,UK
2113,"Deerstalker, 18 year old, 46%",,18 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$100 ,Single Malt Scotch,UK
2114,Chieftain,1989,18 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$90 ,Single Malt Scotch,UK
2115,The Black Grouse,,,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,83,$45 ,Blended Scotch Whisky,UK
2116,Speyburn,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$61 ,Single Malt Scotch,UK
2117,Singleton of Dufftown,,15 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$61 ,Single Malt Scotch,UK
2118,Singleton of Glendullan,,12 years old,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$46 ,Single Malt Scotch,UK
2119,Singleton of Glen Ord,,18 years old,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$119 ,Single Malt Scotch,UK
2120,The Singleton of Glendullan,,,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$160 ,Single Malt Scotch,UK
2121,Master of Malt,,18 years old,52.30%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,83,$100 ,Single Grain Whisky,UK
2122,The Sovereign,,26 years old,46.90%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,83,$142 ,Single Grain Whisky,UK
2123,Double Barrel,,,46.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,83,$77 ,Blended Malt Scotch Whisky,UK
2124,That Boutique-y Whisky Company,,,52.40%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,83,$60 ,Blended Malt Scotch Whisky,UK
2125,Douglas Laing,,18 years old,60.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$168 ,Single Malt Scotch,UK
2126,Douglas Laing,,,55.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$119 ,Single Malt Scotch,UK
2127,Douglas Laing,,11 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$73 ,Single Malt Scotch,UK
2128,Douglas Laing,,10 years old,48.40%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$69 ,Single Malt Scotch,UK
2129,Douglas Laing,,28 years old,56.50%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,83,$110 ,Single Grain Whisky,UK
2130,Exclusive Malts,2003,10 years old,56.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$90 ,Single Malt Scotch,UK
2131,Exclusive Malts,2005,,57.60%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$90 ,Single Malt Scotch,UK
2132,The Exclusive Malts,2004,10 years old,57.40%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$95 ,Single Malt Scotch,UK
2133,Gordon & MacPhail,,,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$72 ,Single Malt Scotch,UK
2134,Macduff,,16 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$73 ,Single Malt Scotch,UK
2135,The Tweeddale,,14 years old,46.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,83,$76 ,Blended Scotch Whisky,UK
2136,Grand Macnish,,,40.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,83,$37 ,Blended Malt Scotch Whisky,UK
2137,Kirkland,,18 years old,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$33 ,Single Malt Scotch,UK
2138,Lord Elcho,,15 years old,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,83,$44 ,Blended Scotch Whisky,UK
2139,Glenkeir Treasures,,9 years old,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$53 ,Single Malt Scotch,UK
2140,The Lost Distillery Company,,,46.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,83,$65 ,Blended Scotch Whisky,UK
2141,Duncan Taylor,,25 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$348 ,Single Malt Scotch,UK
2142,The Deveron,,12 years old,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$61 ,Single Malt Scotch,UK
2143,Usquaebach,,,43.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,83,$115 ,Blended Scotch Whisky,UK
2144,Old Particular,1990,25 years old,51.50%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,83,$126 ,Single Grain Whisky,UK
2145,Wolfburn ,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$60 ,Single Malt Scotch,UK
2146,Bruichladdich,,,61.20%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$195 ,Single Malt Scotch,UK
2147,Grant's,,,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,83,$32 ,Blended Scotch Whisky,UK
2148,House of Hazelwood,,21 years old,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,83,$98 ,Blended Scotch Whisky,UK
2149,Cardhu,,,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$69 ,Single Malt Scotch,UK
2150,Johnnie Walker,,,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,82,$22 ,Blended Scotch Whisky,UK
2151,Aberfeldy,,12 years old,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$40 ,Single Malt Scotch,UK
2152,Signatory,1992,12 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$55 ,Single Malt Scotch,UK
2153,Auchentoshan,1973,32 years old,55.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$700 ,Single Malt Scotch,UK
2154,The Balvenie,,21 years old,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$212 ,Single Malt Scotch,UK
2155,Ben Nevis,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$90 ,Single Malt Scotch,UK
2156,Master of Malt,,15 years old,53.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$101 ,Single Malt Scotch,UK
2157,Benromach,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$75 ,Single Malt Scotch,UK
2158,Benromach,1999,,58.60%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$50 ,Single Malt Scotch,UK
2159,Exclusive Malts,,,48.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$150 ,Single Malt Scotch,UK
2160,Cadenhead,,11 years old,57.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$88 ,Single Malt Scotch,UK
2161,Bruichladdich,1965,,41.80%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$465 ,Single Malt Scotch,UK
2162,Bruichladdich,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$65 ,Single Malt Scotch,UK
2163,Bruichladdich,2009,,50.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$75 ,Single Malt Scotch,UK
2164,Gordon & MacPhail,1991,12 years old,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$60 ,Single Malt Scotch,UK
2165,The Dalmore,1974,,42.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,"$1,250 ",Single Malt Scotch,UK
2166,The Dalmore,,,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$135 ,Single Malt Scotch,UK
2167,Exclusive Malts,2000,13 years old,53.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$100 ,Single Malt Scotch,UK
2168,The Dalmore,,,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$72 ,Single Malt Scotch,UK
2169,Deanston,,,46.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$32 ,Single Malt Scotch,UK
2170,Deanston,,20 years old,55.30%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$180 ,Single Malt Scotch,UK
2171,Edradour,1996,11 years old,57.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$90 ,Single Malt Scotch,UK
2172,Gordon & MacPhail,1990,,56.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$65 ,Single Malt Scotch,UK
2173,Glen Grant,,,48.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$125 ,Single Malt Scotch,UK
2174,Glencadam,,12 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$56 ,Single Malt Scotch,UK
2175,GlenDronach,1978,31 years old,51.20%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$288 ,Single Malt Scotch,UK
2176,Glenglassaugh,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$55 ,Single Malt Scotch,UK
2177,Glenglassaugh,,,44.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$72 ,Single Malt Scotch,UK
2178,The Glenlivet,,,48.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$84 ,Single Malt Scotch,UK
2179,The Glenlivet,,,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$44 ,Single Malt Scotch,UK
2180,Gordon & MacPhail,1978,27 years old,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$90 ,Single Malt Scotch,UK
2181,Murray McDavid,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$150 ,Single Malt Scotch,UK
2182,Glenmorangie,,,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$65 ,Single Malt Scotch,UK
2183,Signatory,1994,12 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$60 ,Single Malt Scotch,UK
2184,Single Malts of Scotland,1990,,49.40%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$151 ,Single Malt Scotch,UK
2185,Glenturret,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$73 ,Single Malt Scotch,UK
2186,Glenturret,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$73 ,Single Malt Scotch,UK
2187,The Classic Cask,1082,23 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$70 ,Single Malt Scotch,UK
2188,Mackillop,1979,23 years old,56.60%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$115 ,Single Malt Scotch,UK
2189,Cask & Thistle,1975,28 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$100 ,Single Malt Scotch,UK
2190,Inchgower,,14 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$59 ,Single Malt Scotch,UK
2191,Inchmurrin,,12 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$52 ,Single Malt Scotch,UK
2192,Laphroaig,,,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$59 ,Single Malt Scotch,UK
2193,Lombard,1981,,50.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$100 ,Single Malt Scotch,UK
2194,"Distillery Select 'Croftengea' (distilled at Loch Lomond), Cask #1, 10 year old, 45%",,10 years old,45.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$65 ,Single Malt Scotch,UK
2195,Longrow,,10 years old,50.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$120 ,Single Malt Scotch,UK
2196,Adelphi,,20 years old,55.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$124 ,Single Malt Scotch,UK
2197,The Macallan,,12 years old,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$53 ,Single Malt Scotch,UK
2198,Connoisseurs Choice,1990,15 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$65 ,Single Malt Scotch,UK
2199,Signatory,1979,27 years old,54.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$200 ,Single Malt Scotch,UK
2200,Gordon & MacPhail,,15 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$80 ,Single Malt Scotch,UK
2201,Old Pulteney,,21 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$100 ,Single Malt Scotch,UK
2202,Signatory,1990,15 years old,56.60%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$100 ,Single Malt Scotch,UK
2203,The Speyside,,12 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$30 ,Single Malt Scotch,UK
2204,Talisker,,20 years old,59.70%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$200 ,Single Malt Scotch,UK
2205,Tomatin,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$100 ,Single Malt Scotch,UK
2206,Tormore,,12 years old,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$42 ,Single Malt Scotch,UK
2207,Tullibardine,1992,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$50 ,Single Malt Scotch,UK
2208,Tullibardine,,,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$70 ,Single Malt Scotch,UK
2209,Oban,,14 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$65 ,Single Malt Scotch,UK
2210,Eades,,,46.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,82,$70 ,Blended Malt Scotch Whisky,UK
2211,Eades,,,46.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,82,$70 ,Blended Malt Scotch Whisky,UK
2212,Wemyss,,8 years old,40.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,82,$40 ,Blended Malt Scotch Whisky,UK
2213,Wemyss,,8 years old,40.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,82,$40 ,Blended Malt Scotch Whisky,UK
2214,Wemyss,,12 years old,40.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,82,$55 ,Blended Malt Scotch Whisky,UK
2215,Lombard,,8 years old,43.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,82,$30 ,Blended Scotch Whisky,UK
2216,Smokehead,,,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$55 ,Single Malt Scotch,UK
2217,Singleton of Dufftown,,,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$58 ,Single Malt Scotch,UK
2218,Hazelburn,,,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$52 ,Single Malt Scotch,UK
2219,Master of Malt,,30 years old,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$157 ,Single Malt Scotch,UK
2220,Master of Malt,,,47.50%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,82,$91 ,Blended Malt Scotch Whisky,UK
2221,Master of Malt,,10 years old,47.50%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,82,$64 ,Blended Scotch Whisky,UK
2222,Shieldaig,,,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,82,$18 ,Blended Scotch Whisky,UK
2223,Monarch of The Glen,,8 years old,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,82,$15 ,Blended Scotch Whisky,UK
2224,Douglas Laing,,8 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$67 ,Single Malt Scotch,UK
2225,Douglas Laing,,22 years old,51.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$130 ,Single Malt Scotch,UK
2226,Douglas Laing,2003,,45.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$56 ,Single Malt Scotch,UK
2227,Douglas Laing,,21 years old,51.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$101 ,Single Malt Scotch,UK
2228,Douglas Laing,,15 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$88 ,Single Malt Scotch,UK
2229,The Exclusive Malts,,28 years old,52.10%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$191 ,Single Malt Scotch,UK
2230,The Exclusive Malts,,20 years old,50.00%,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,82,$100 ,Blended Malt Scotch Whisky,UK
2231,Single Malts of Scotland,,25 years old,50.40%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$206 ,Single Malt Scotch,UK
2232,Grand Macnish,,15 years old,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,82,$35 ,Blended Scotch Whisky,UK
2233,Strathclyde,,12 years old,62.10%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,82,$73 ,Single Grain Whisky,UK
2234,Adelphi,,7 years old,67.40%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$135 ,Single Malt Scotch,UK
2235,Port Dundas,,12 years old,40.00%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,82,$50 ,Single Grain Whisky,UK
2236,The Fat Trout,,,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,82,$25 ,Blended Scotch Whisky,UK
2237,Label 5,,,40.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,82,$17 ,Blended Scotch Whisky,UK
2238,Cadenhead,,,46.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$145 ,Single Malt Scotch,UK
2239,Usquaebach,,,43.00%,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,82,$40 ,Blended Scotch Whisky,UK
2240,Old Particular,,27 years old,51.50%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,82,$126 ,Single Grain Whisky,UK
2241,Murray McDavid,1989,13 years old,46.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$48 ,Single Malt Scotch,UK
2242,Bruichladdich,,5 years old,63.50%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$185 ,Single Malt Scotch,UK
2243,Trader Joe's,,,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$20 ,Single Malt Scotch,UK
2244,Duncan Taylor,,41 years old,50.20%,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,81,$200 ,Grain Scotch Whisky,UK
2245,Auchentoshan,,10 years old,43.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,$33 ,Single Malt Scotch,UK
2246,Scott's Selection,1983,21 years old,52.40%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,$145 ,Single Malt Scotch,UK
2247,Benromach,,,40.00%,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,81,$35 ,Single Malt Scotch,UK
2251,Midleton,,,53.10%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,95,"$6,354 ",Irish Blended Whisky,IE
2260,Midleton,2014,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,94,$125 ,Irish Blended Whisky,IE
2261,Midleton,2018,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,94,$200 ,Irish Blended Whisky,IE
2278,Jameson,,30 years old,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,93,$179 ,Irish Blended Whisky,IE
2279,Midleton,2017,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,93,$214 ,Irish Blended Whisky,IE
2300,Jameson,,18 years old,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,92,$110 ,Irish Blended Whisky,IE
2301,Jameson,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,92,$30 ,Irish Blended Whisky,IE
2302,Jameson,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,92,$30 ,Irish Blended Whisky,IE
2303,Midleton,2016,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,92,$159 ,Irish Blended Whisky,IE
2325,Writers Tears,2018,,53.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,92,$145 ,Irish Blended Whisky,IE
2333,Grand Macnish,,13 years old,43.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,92,$45 ,Irish Blended Whisky,IE
2335,Little Book,,,60.20%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,92,$80 ,American Blended Whisky,US
2340,Jameson,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,91,$37 ,Irish Blended Whisky,IE
2356,Powers,,12 years old,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,91,$35 ,Irish Blended Whisky,IE
2366,Hyde,,,46.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,91,$50 ,Irish Blended Whisky,IE
2370,Jameson,,18 years old,55.30%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,90,$200 ,Irish Blended Whisky,IE
2371,The Blender's Dog,,,43.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,90,$74 ,Irish Blended Whisky,IE
2372,Jameson,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,90,$30 ,Irish Blended Whisky,IE
2373,Jameson,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,90,$30 ,Irish Blended Whisky,IE
2394,Writers Tears,,,46.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,90,$60 ,Irish Blended Whisky,IE
2406,The Irishman,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,90,$30 ,Irish Blended Whisky,IE
2410,West Cork,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,90,$30 ,Irish Blended Whisky,IE
2413,Barrell,,,61.45%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,90,$90 ,American Blended Whisky,US
2414,The Dubliner,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,90,$28 ,Irish Blended Whisky,IE
2417,Slane Irish Whiskey,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,90,$30 ,Irish Blended Whisky,IE
2418,J.J. Corry The Gael,,,46.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,90,$75 ,Irish Blended Whisky,IE
2419,Prizefight Irish Whiskey,,,43.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,90,$45 ,Irish Blended Whisky,IE
2420,"Doc.52 Blended Straight Whiskey, 56%",,,56.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,90,$50 ,American Blended Whisky,US
2439,Tullamore D.E.W.,,,43.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,89,$26 ,Irish Blended Whisky,IE
2455,The Irishman,2018,,54.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,89,$160 ,Irish Blended Whisky,IE
2456,The Irishman,2018,,46.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,89,$60 ,Irish Blended Whisky,IE
2462,The Dead Rabbit,,,44.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,89,$43 ,Irish Blended Whisky,IE
2466,Jameson,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,88,$30 ,Irish Blended Whisky,IE
2467,Midleton,2015,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,88,$145 ,Irish Blended Whisky,IE
2484,Tullamore D.E.W.,,15 years old,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,88,$80 ,Irish Blended Whisky,IE
2485,Tullamore D.E.W.,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,88,$24 ,Irish Blended Whisky,IE
2492,Bastille,,,40.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,88,$30 ,Blended French Whisky,FR
2511,Flaming Leprechaun,,,46.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,88,$27 ,Irish Blended Whisky,IE
2513,Dublin Liberties,,,46.00%,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,88,$40 ,Irish Blended Whisky,IE
