Index,Maker,Year Distrilled,age in cast,ABV,Single Malt Scotch,Flavored Whiskey and Liqueurs,Bourbon, Blended Malt Scotch Whisky ,Blended Scotch Whisky,Blended Whiskey (Multi-country), Single Malt Whisky (Multi-country), Single Grain Whisky (Multi-country),Japan, Canada,Irish,Generic Whisky (Multi-country),Rye Whisky,White Whisky,Craft Whisky,SUM,Review Score (Points), price ,Original Style,country
6714,Heaven's Door,,10 years old,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$130 ,Bourbon,US
6715,Lone Whisker,,12 years old,46.90%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,89,$150 ,Bourbon,US
6716,Woodford Reserve,,,50.20%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$90 ,Bourbon,US
6717,Woodford Reserve,,,46.20%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$100 ,Bourbon,US
6718,Woodford Reserve,,,45.20%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$50 ,Bourbon,US
6719,Buffalo Trace,1997,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$47 ,Bourbon,US
6720,Buffalo Trace,1995,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$47 ,Bourbon,US
6721,Buffalo Trace,1991,19 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$47 ,Bourbon,US
6722,Giant French Oak Barrel,,19 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$47 ,Bourbon,US
6723,Buffalo Trace,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$47 ,Bourbon,US
6724,Buffalo Trace,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$47 ,Bourbon,US
6725,Buffalo Trace,,12 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$47 ,Bourbon,US
6726,Buffalo Trace,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$47 ,Bourbon,US
6727,Buffalo Trace,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$25 ,Bourbon,US
6728,Eagle Rare,2006,17 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$55 ,Bourbon,US
6729,Eagle Rare,,10 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$30 ,Bourbon,US
6730,Elmer T. Lee,,,46.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$35 ,Bourbon,US
6731,Evan Williams,2009,,43.30%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$30 ,Bourbon,US
6732,Four Roses,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$32 ,Bourbon,US
6733,Four Roses,2011,,55.05%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$90 ,Bourbon,US
6734,Four Roses,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$35 ,Bourbon,US
6735,Michter,,10 years old,47.20%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$120 ,Bourbon,US
6736,Old Forester,1993,13 years old,48.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$35 ,Bourbon,US
6737,Old Forester,,12 years old,49.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$50 ,Bourbon,US
6738,Old Forester,2015,12 years old,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$75 ,Bourbon,US
6739,Old Forester,1910,,46.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$65 ,Bourbon,US
6740,Old Forester,,,47.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$55 ,Bourbon,US
6741,Ridgemont Reserve,,8 years old,46.85%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$30 ,Bourbon,US
6742,1792,,,45.60%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$33 ,Bourbon,US
6743,Jim Beam,,,44.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$47 ,Bourbon,US
6744,Jim Beam,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$200 ,Bourbon,US
6745,Jim Beam,,12 years old,43.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$40 ,Bourbon,US
6746,Jim Beam,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$50 ,Bourbon,US
6747,Jim Beam,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$23 ,Bourbon,US
6748,Elijah Craig,,12 years old,47.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$26 ,Bourbon,US
6749,Colonel E.H. Taylor Jr.,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$70 ,Bourbon,US
6750,Colonel E.H. Taylor Jr.,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$60 ,Bourbon,US
6751,Russell,,10 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$37 ,Bourbon,US
6752,Jack Daniel,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$38 ,Bourbon,US
6753,Booker,2015,,64.35%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$55 ,Bourbon,US
6754,Belle Meade,,,45.20%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$75 ,Bourbon,US
6755,Belle Meade,,,45.20%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$35 ,Bourbon,US
6756,Black Ridge,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$32 ,Bourbon,US
6757,Chicken Cock,,8 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$100 ,Bourbon,US
6758,Kentucky Owl,,,59.20%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$170 ,Bourbon,US
6759,I.W. Harper,,15 years old,43.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$75 ,Bourbon,US
6760,Johnny Drum,,,50.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$30 ,Bourbon,US
6761,Barrell,,,62.35%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$90 ,Bourbon,US
6762,Barrell,,9 years old,66.40%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$85 ,Bourbon,US
6763,Blood Oath,,,49.30%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$100 ,Bourbon,US
6764,Oppidan,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$35 ,Bourbon,US
6765,Backbone,,,56.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$55 ,Bourbon,US
6766,Blanton,,,46.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$60 ,Bourbon,US
6767,StoneHammer Distiller,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$25 ,Bourbon,US
6768,J. Henry Patton Road,,5 years old,59.99%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$75 ,Bourbon,US
6769,Hickory Hill,,12 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$50 ,Bourbon,US
6770,Legent,,,47.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$35 ,Bourbon,US
6772,Freeland Spirits,,,46.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,88,$49 ,Bourbon,US
6773,Wild Turkey,,,45.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$50 ,Bourbon,US
6774,Wild Turkey,,,43.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$40 ,Bourbon,US
6775,William Larue Weller,,,58.95%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$55 ,Bourbon,US
6776,Woodford Reserve,,,46.20%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$100 ,Bourbon,US
6777,Woodford Reserve,,,45.20%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$100 ,Bourbon,US
6778,Woodford Reserve,,,42.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$130 ,Bourbon,US
6779,Buffalo Trace,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$47 ,Bourbon,US
6780,Four Roses,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$28 ,Bourbon,US
6781,Four Roses,,12 years old,55.40%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$90 ,Bourbon,US
6782,Four Roses,2009,,(57-59%),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$80 ,Bourbon,US
6783,Four Roses,,17 years old,55.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$75 ,Bourbon,US
6784,Four Roses,,,40.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$20 ,Bourbon,US
6785,Jefferson,,,41.15%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$70 ,Bourbon,US
6786,Jefferson,,,45.10%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$80 ,Bourbon,US
6787,Michter,,,45.70%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$48 ,Bourbon,US
6788,Old Forester,1995,,47.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$45 ,Bourbon,US
6789,1792,,,49.30%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$40 ,Bourbon,US
6790,High West,,,50.10%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$50 ,Bourbon,US
6791,Knob Creek,,,60.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$47 ,Bourbon,US
6792,Knob Creek,2004,,62.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$130 ,Bourbon,US
6793,Jim Beam,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$50 ,Bourbon,US
6794,Angel's Envy,2016,,62.30%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$180 ,Bourbon,US
6795,Bulleit,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$25 ,Bourbon,US
6796,Elijah Craig,,,47.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$30 ,Bourbon,US
6797,McKenzie,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$43 ,Bourbon,US
6798,John J. Bowman,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$50 ,Bourbon,US
6799,Booker,2015,,63.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$60 ,Bourbon,US
6800,Chicken Cock,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$38 ,Bourbon,US
6801,BeanBall,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$45 ,Bourbon,US
6802,Barrell,,,58.40%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$80 ,Bourbon,US
6803,Barrell,,,61.45%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$90 ,Bourbon,US
6804,Barrell,,5 years old,61.20%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$85 ,Bourbon,US
6805,Remus Repeal Reserve,,,47.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$75 ,Bourbon,US
6806,Uncle Nearest,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$60 ,Bourbon,US
6807,Redemption,,,42.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$29 ,Bourbon,US
6808,Redemption,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$29 ,Bourbon,US
6809,"Davidson Reserve Four Grain Tennessee Straight (Batch 2018-002), 50%",2018,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$45 ,Bourbon,US
6810,Treaty Oak,,,47.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$50 ,Bourbon,US
6811,Treaty Oak,,,47.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$40 ,Bourbon,US
6812,Cream of Kentucky,,11 years old,51.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$150 ,Bourbon,US
6813,Crooked Water,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$50 ,Bourbon,US
6814,Crooked Water,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$50 ,Bourbon,US
6815,Eight & Sand,,,44.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,87,$30 ,Bourbon,US
6816,Hirsch,,,46.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$35 ,Bourbon,US
6817,Wild Turkey,,,50.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$25 ,Bourbon,US
6819,Buffalo Trace,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$47 ,Bourbon,US
6820,Evan Williams,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$17 ,Bourbon,US
6821,Evan Williams,,,43.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$20 ,Bourbon,US
6822,Four Roses,2016,,55.90%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$99 ,Bourbon,US
6823,George T. Stagg,,,72.05%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$90 ,Bourbon,US
6824,Michter,,,45.70%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$53 ,Bourbon,US
6825,Michter,2018,,45.70%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$60 ,Bourbon,US
6826,Noah's Mill,,,57.15%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$50 ,Bourbon,US
6827,1792,,,44.45%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$40 ,Bourbon,US
6828,Jim Beam,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$23 ,Bourbon,US
6829,Bulleit,,10 years old,45.60%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$45 ,Bourbon,US
6830,Heaven Hill,,6 years old,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$15 ,Bourbon,US
6831,McKenzie,,,45.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$43 ,Bourbon,US
6832,Abraham Bowman,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$70 ,Bourbon,US
6833,Breaking & Entering,,,43.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$34 ,Bourbon,US
6834,Jack Daniel,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$165 ,Bourbon,US
6835,Booker,2017,,63.70%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$75 ,Bourbon,US
6836,Belle Meade,,,45.20%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$75 ,Bourbon,US
6837,Belle Meade,,9 years old,45.20%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$75 ,Bourbon,US
6838,Buckhorn,,,40.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$17 ,Bourbon,US
6839,Orphan Barrel,,23 years old,45.30%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$120 ,Bourbon,US
6840,Colkegan,,,46.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$50 ,Bourbon,US
6841,Old Ripy,,,52.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$50 ,Bourbon,US
6842,George Remus,,,47.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$45 ,Bourbon,US
6843,Bird Dog,,,40.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$25 ,Bourbon,US
6844,Driftless Glen,,,48.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$50 ,Bourbon,US
6845,Calumet Farm,,12 years old,47.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$70 ,Bourbon,US
6846,"Deadwood Straight Bourbon, 40.5%",,,40.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$25 ,Bourbon,US
6847,Infuse Spirits,,,47.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$30 ,Bourbon,US
6848,Red Saw,,,48.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,86,$39 ,Bourbon,US
6849,Woodford Reserve,,,42.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$130 ,Bourbon,US
6850,Elmer T. Lee,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$22 ,Bourbon,US
6851,Evan Williams,1993,,43.30%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$25 ,Bourbon,US
6852,Evan Williams,1999,,43.30%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$26 ,Bourbon,US
6853,George Dickel,,,40.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$16 ,Bourbon,US
6854,Jefferson,,,41.15%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$30 ,Bourbon,US
6855,Jefferson,,,44.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$90 ,Bourbon,US
6856,Jefferson,,30 years old,45.20%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$250 ,Bourbon,US
6857,Old Forester,2012,,48.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$50 ,Bourbon,US
6858,Old Forester,2014,12 years old,48.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$60 ,Bourbon,US
6859,Old Forester,1870,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$45 ,Bourbon,US
6860,Ancient Ancient Age,,10 years old,43.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$15 ,Bourbon,US
6861,Jim Beam,,,43.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$40 ,Bourbon,US
6862,Jim Beam,,,43.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$18 ,Bourbon,US
6863,Elijah Craig,,20 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$150 ,Bourbon,US
6864,Henry McKenna,,10 years old,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$32 ,Bourbon,US
6865,Balcones,,,46.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$30 ,Bourbon,US
6866,Filibuster,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$41 ,Bourbon,US
6867,Gentleman Jack,,,40.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$32 ,Bourbon,US
6868,Two Stars,,,43.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$26 ,Bourbon,US
6869,Orphan Barrel,,20 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$85 ,Bourbon,US
6870,Basil Hayden,,,40.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$42 ,Bourbon,US
6871,Wyoming ,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$45 ,Bourbon,US
6872,Trail's End,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$50 ,Bourbon,US
6873,Bond & Lillard,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$50 ,Bourbon,US
6874,Black Feather,,,43.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$30 ,Bourbon,US
6875,Horse Soldier,,,55.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,85,$80 ,Bourbon,US
6876,Vintage,,23 years old,47.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,$120 ,Bourbon,US
6877,Wild Turkey,,10 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,$29 ,Bourbon,US
6878,Eagle Rare,,17 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,$65 ,Bourbon,US
6879,Evan Williams,,,43.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,$15 ,Bourbon,US
6880,Ezra B,,15 years old,49.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,$30 ,Bourbon,US
6881,George Dickel,,,40.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,$18 ,Bourbon,US
6882,Pappy Van Winkle,,23 years old,47.80%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,$200 ,Bourbon,US
6883,Ridgemont Reserve,,8 years old,46.85%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,$25 ,Bourbon,US
6884,Jim Beam,,8 years old,43.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,$22 ,Bourbon,US
6885,Jim Beam,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,$50 ,Bourbon,US
6886,Big Bottom,,3 years old,45.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,$35 ,Bourbon,US
6887,Smooth Ambler,,,46.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,$24 ,Bourbon,US
6888,PennyPacker,,,40.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,$22 ,Bourbon,US
6889,Hancock,,,44.45%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,$40 ,Bourbon,US
6890,Clyde May,,,46.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,$40 ,Bourbon,US
6891,J.W. Dant,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,$13 ,Bourbon,US
6892,Mulligan,,,40.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,$27 ,Bourbon,US
6893,Woody Creek,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,$49 ,Bourbon,US
6894,Zackariah Harris,,,40.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,$12 ,Bourbon,US
6895,Savage & Cooke,,,44.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,$55 ,Bourbon,US
6896,Fistful of Bourbon,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,$25 ,Bourbon,US
6897,Trader Joe's,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,$17 ,Bourbon,US
6898,Spirits of French Lick,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,$45 ,Bourbon,US
6899,"Devils River Small Batch Texas Bourbon, 45%",,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,84,$25 ,Bourbon,US
6900,Bernheim,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$40 ,Bourbon,US
6901,Buffalo Trace,,12 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$50 ,Bourbon,US
6902,Buffalo Trace,,18 years old,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$50 ,Bourbon,US
6903,Buffalo Trace,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$46 ,Bourbon,US
6904,Buffalo Trace,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$47 ,Bourbon,US
6905,Four Roses,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$30 ,Bourbon,US
6906,George Dickel,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$20 ,Bourbon,US
6907,Kentucky Vintage,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$25 ,Bourbon,US
6908,Old Forester,1993,12 years old,48.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$40 ,Bourbon,US
6909,Old Forester,2008,,47.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$40 ,Bourbon,US
6910,Jim Beam,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$24 ,Bourbon,US
6911,Jim Beam,,,43.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$40 ,Bourbon,US
6912,Watkins Select,,,40.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$17 ,Bourbon,US
6913,Orphan Barrel,,21 years old,45.15%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$100 ,Bourbon,US
6914,Old Fitzgerald,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$15 ,Bourbon,US
6915,I.W. Harper,,,41.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$35 ,Bourbon,US
6916,Blade and Bow,,,45.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$50 ,Bourbon,US
6917,Spirit of America Bourbon,,,43.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$40 ,Bourbon,US
6918,Cleveland,,,50.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$30 ,Bourbon,US
6919,Stagg Jr.,,,67.20%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$50 ,Bourbon,US
6920,Redemption,,9 years old,55.30%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$100 ,Bourbon,US
6921,Spirits of French Lick,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,83,$45 ,Bourbon,US
6922,Vintage,,21 years old,47.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$80 ,Bourbon,US
6923,W. L. Weller,,,45.00%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$18 ,Bourbon,US
6924,Wild Turkey,,,40.50%,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,82,$20 ,Bourbon,US
